hostname,st_teff,st_met,st_mass,st_rad,sy_dist,disc_year,discoverymethod,mission,sy_dist_ly,st_mass_kg,st_rad_m,planet_count,metallicity_class,spectral_type,last_updated
Kepler-208,6092.0,-0.0423,1.082,1.314,775.328,2014,Transit,Kepler,2528.77879168,2.1515570000000002e+30,914149800.0,4,sub-solar,F,2025-10-29 17:25:48
Kepler-758,6228.0,-0.1,1.16,1.42,1502.32,2016,Transit,Kepler,4899.9068191999995,2.30666e+30,987894000.0,4,sub-solar,F,2025-10-29 17:25:48
Kepler-675,4945.0,-0.05,0.79,0.75,665.68,2016,Transit,Kepler,2171.1552607999997,1.570915e+30,521775000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-77,5520.0,0.2,0.95,0.99,639.411,2013,Transit,Kepler,2085.4773411599995,1.889075e+30,688743000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1146,4692.0,-0.06,0.74,0.7,703.038,2016,Transit,Kepler,2293.0006192799997,1.47149e+30,486989999.99999994,1,sub-solar,K,2025-10-29 17:25:48
Kepler-679,5403.0,-0.09,0.87,0.84,922.244,2016,Transit,Kepler,3007.95414064,1.7299949999999998e+30,584388000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1682,5619.12,-0.048,0.99,0.842301,1159.85,2020,Transit,Kepler,3782.9203659999994,1.968615e+30,585988805.6999999,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1907,5159.0,-0.16,0.752,0.8,292.111,2021,Transit,Kepler,952.73755316,1.495352e+30,556560000.0,2,sub-solar,K,2025-10-29 17:25:48
Kepler-1643,4916.0,-0.01,0.845,0.855,341.774,2016,Transit,Kepler,1114.71640744,1.6802824999999998e+30,594823500.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-996,6014.0,0.03,1.09,1.14,1216.58,2016,Transit,Kepler,3967.9486647999997,2.167465e+30,793097999.9999999,1,solar,F,2025-10-29 17:25:48
Kepler-174,4880.0,-0.56,0.602,0.622,384.757,2014,Transit,Kepler,1254.9080409199998,1.1970769999999999e+30,432725400.0,3,low,K,2025-10-29 17:25:48
Kepler-1969,6046.0,0.07,1.111,1.007,1204.54,2021,Transit,Kepler,3928.6794823999994,2.2092235e+30,700569899.9999999,1,solar,F,2025-10-29 17:25:48
Kepler-282,5656.0,-0.2,0.97,0.89,1337.61,2013,Transit,Kepler,4362.6952716,1.928845e+30,619173000.0,4,sub-solar,G,2025-10-29 17:25:48
Kepler-1963,5726.0,-0.1,0.915,0.979,492.847,2021,Transit,Kepler,1607.4500613199998,1.8194775000000002e+30,681090300.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-360,6053.0,0.15,0.994,1.058,876.044,2014,Transit,Kepler,2857.27006864,1.976569e+30,736050600.0,2,solar,F,2025-10-29 17:25:48
Kepler-426,5725.0,-0.21,0.91,0.92,843.695,2014,Transit,Kepler,2751.7618641999998,1.8095350000000002e+30,640044000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1834,4821.0,0.16,0.765,0.788,500.395,2021,Transit,Kepler,1632.0683161999998,1.5212025e+30,548211600.0,2,solar,K,2025-10-29 17:25:48
Kepler-974,3687.0,0.07,0.52,0.5,134.311,2016,Transit,Kepler,438.06338516,1.03402e+30,347850000.0,2,solar,M,2025-10-29 17:25:48
Kepler-1276,6188.0,-0.02,1.14,1.21,538.481,2016,Transit,Kepler,1756.2880903599998,2.2668899999999998e+30,841797000.0,1,sub-solar,F,2025-10-29 17:25:48
Kepler-1653,4807.0,-0.18,0.719,0.693,755.0,2017,Transit,Kepler,2462.4777999999997,1.4297315e+30,482120099.99999994,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1410,4092.0,0.01,0.63,0.6,367.0,2016,Transit,Kepler,1196.99252,1.252755e+30,417420000.0,1,solar,K,2025-10-29 17:25:48
Kepler-1008,5066.0,-0.01,0.81,0.78,282.565,2016,Transit,Kepler,921.6027013999999,1.610685e+30,542646000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1373,6299.0,0.03,1.22,1.33,1699.46,2016,Transit,Kepler,5542.8907576,2.42597e+30,925281000.0,1,solar,F,2025-10-29 17:25:48
Kepler-172,5526.0,0.39,1.081,1.085,828.592,2014,Transit,Kepler,2702.5025235199996,2.1495684999999998e+30,754834500.0,4,solar,G,2025-10-29 17:25:48
Kepler-1864,5854.0,0.06,1.03,0.979,298.894,2021,Transit,Kepler,974.86071464,2.048155e+30,681090300.0,1,solar,G,2025-10-29 17:25:48
Kepler-1750,5644.0,0.14,0.981,0.969,1497.33,2021,Transit,Kepler,4883.631634799999,1.9507185e+30,674133300.0,1,solar,G,2025-10-29 17:25:48
Kepler-305,4974.0,0.09,0.82,0.827279,868.477,2020,Transit,Kepler,2832.5898441199997,1.6305699999999998e+30,575538000.3,4,solar,K,2025-10-29 17:25:48
Kepler-32,3900.0,0.0,0.58,0.53,323.847,2012,Transit,Kepler,1056.2464213199999,1.15333e+30,368721000.0,5,sub-solar,M,2025-10-29 17:25:48
Kepler-1101,5614.0,-0.04,0.94,0.91,742.473,2016,Transit,Kepler,2421.62023788,1.86919e+30,633087000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-58,6099.0,0.1,1.024,1.127,969.252,2014,Transit,Kepler,3161.2735531199996,2.036224e+30,784053900.0,4,solar,F,2025-10-29 17:25:48
Kepler-1787,6060.0,-0.22,1.008,0.925,778.602,2021,Transit,Kepler,2539.4571391199997,2.004408e+30,643522500.0,1,sub-solar,F,2025-10-29 17:25:48
Kepler-1979,5942.0,-0.06,1.028,0.938,1076.27,2023,Transit,Kepler,3510.3191811999995,2.044178e+30,652566600.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1090,5321.0,-0.04,0.86,0.82,858.77,2016,Transit,Kepler,2800.9298811999997,1.7101099999999998e+30,570474000.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-1110,4781.0,-0.16,0.73,0.7,726.828,2016,Transit,Kepler,2370.5931316799997,1.451605e+30,486989999.99999994,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1939,4353.0,-0.18,0.648,0.603,189.833,2021,Transit,Kepler,619.15171948,1.288548e+30,419507100.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-245,5174.0,0.05,0.86,0.8,861.527,2016,Transit,Kepler,2809.92200212,1.7101099999999998e+30,556560000.0,4,solar,K,2025-10-29 17:25:48
Kepler-1170,5069.0,-0.09,0.8,0.76,1050.45,2016,Transit,Kepler,3426.105702,1.5908e+30,528732000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-334,5828.0,-0.012,1.022,1.068,426.59,2014,Transit,Kepler,1391.3488803999999,2.032247e+30,743007600.0,3,sub-solar,G,2025-10-29 17:25:48
Kepler-487,5444.0,0.0,0.91,0.88,872.343,2016,Transit,Kepler,2845.1990350799997,1.8095350000000002e+30,612216000.0,3,sub-solar,G,2025-10-29 17:25:48
Kepler-40,6510.0,0.1,1.48,2.13,2305.01,2010,Transit,Kepler,7517.9284156,2.94298e+30,1481841000.0,1,solar,F,2025-10-29 17:25:48
Kepler-621,4521.0,-0.02,0.72,0.68,389.0,2016,Transit,Kepler,1268.74684,1.43172e+30,473076000.00000006,1,sub-solar,K,2025-10-29 17:25:48
Kepler-323,6004.0,-0.14,1.015,1.12,454.883,2014,Transit,Kepler,1483.62819748,2.0183274999999997e+30,779184000.0000001,2,sub-solar,F,2025-10-29 17:25:48
Kepler-1582,3208.0,0.48,0.28,0.3,78.8906,2016,Transit,Kepler,257.306425336,5.5678e+29,208710000.0,1,solar,M,2025-10-29 17:25:48
Kepler-1026,4948.0,-0.02,0.79,0.75,351.239,2016,Transit,Kepler,1145.5870728399998,1.570915e+30,521775000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1014,5388.0,-0.06,0.88,0.84,624.8,2016,Transit,Kepler,2037.8226879999997,1.74988e+30,584388000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-437,4551.0,0.0,0.707,0.68,304.0,2015,Transit,Kepler,991.51424,1.4058695e+30,473076000.00000006,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1123,5500.0,0.05,0.93,0.9,704.323,2016,Transit,Kepler,2297.1917238799997,1.8493050000000002e+30,626130000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1609,6132.0,0.1,1.18,1.27,1826.04,2016,Transit,Kepler,5955.739022399999,2.34643e+30,883539000.0,1,solar,F,2025-10-29 17:25:48
Kepler-281,5723.0,0.02,0.95,0.899,1745.45,2014,Transit,Kepler,5692.889902,1.889075e+30,625434300.0,3,solar,G,2025-10-29 17:25:48
Kepler-908,5973.0,0.15,1.11,1.12,290.843,2016,Transit,Kepler,948.60189508,2.207235e+30,779184000.0000001,1,solar,G,2025-10-29 17:25:48
Kepler-1449,5979.0,0.04,1.08,1.1,2006.48,2016,Transit,Kepler,6544.2549088,2.14758e+30,765270000.0000001,1,solar,G,2025-10-29 17:25:48
Kepler-38,5623.0,-0.11,0.941,1.752,1174.59,2012,Transit,Kepler,3830.9957603999997,1.8711785e+30,1218866400.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1965,5852.0,-0.3,0.928,0.837,521.791,2021,Transit,Kepler,1701.85265396,1.845328e+30,582300900.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-241,4699.0,0.031,0.671,0.668,512.0,2014,Transit,Kepler,1669.91872,1.3342835e+30,464727600.0,2,solar,K,2025-10-29 17:25:48
Kepler-389,5376.0,-0.1,0.765,0.792,816.559,2014,Transit,Kepler,2663.25617204,1.5212025e+30,550994400.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-255,5431.0,0.02,0.9,0.86,1052.53,2016,Transit,Kepler,3432.8897467999996,1.7896500000000001e+30,598302000.0,3,solar,G,2025-10-29 17:25:48
Kepler-286,5580.0,-0.25,0.83,0.863,1226.85,2014,Transit,Kepler,4001.4448859999993,1.6504549999999998e+30,600389100.0,4,sub-solar,G,2025-10-29 17:25:48
Kepler-864,6213.0,0.36,1.27,1.195,2022.9,2023,Transit,Kepler,6597.809724,2.525395e+30,831361500.0,2,solar,F,2025-10-29 17:25:48
KIC 5437945,6146.0,0.06,1.17,1.26,1274.01,2016,Transit,Kepler,4155.2600556,2.326545e+30,876582000.0,2,solar,F,2025-10-29 17:25:48
Kepler-167,4884.0,0.02,0.777,0.749,341.908,2014,Transit,Kepler,1115.15345648,1.5450645e+30,521079300.0,4,solar,K,2025-10-29 17:25:48
Kepler-483,6346.0,0.09,1.28,1.47,860.355,2016,Transit,Kepler,2806.0994538,2.54528e+30,1022679000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1763,5897.0,0.02,1.026,1.259,756.486,2021,Transit,Kepler,2467.3244781599997,2.040201e+30,875886299.9999999,1,solar,G,2025-10-29 17:25:48
Kepler-1243,5667.0,0.01,0.96,0.94,758.17,2016,Transit,Kepler,2472.8169451999997,1.90896e+30,653958000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1494,5659.0,0.01,0.96,0.94,1285.48,2016,Transit,Kepler,4192.6701488,1.90896e+30,653958000.0,1,solar,G,2025-10-29 17:25:48
Kepler-961,5582.0,0.05,0.96,0.9,574.314,2016,Transit,Kepler,1873.1595698399997,1.90896e+30,626130000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1239,6564.0,0.22,1.4,1.57,2140.6,2016,Transit,Kepler,6981.695335999999,2.7839e+30,1092249000.0,1,solar,F,2025-10-29 17:25:48
KOI-7913 A,4324.0,-0.06,0.76,0.788,271.277,2022,Transit,Kepler,884.7862121199998,1.51126e+30,548211600.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1312,5721.0,0.02,0.983,0.905,299.104,2021,Transit,Kepler,975.5456422399999,1.9546954999999998e+30,629608500.0,2,solar,G,2025-10-29 17:25:48
Kepler-1902,3729.0,0.06,0.52,0.514,344.337,2021,Transit,Kepler,1123.0757857199999,1.03402e+30,357589800.0,1,solar,M,2025-10-29 17:25:48
Kepler-747,5096.0,-0.03,0.82,0.78,3347.16,2016,Transit,Kepler,10916.9631696,1.6305699999999998e+30,542646000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-116,6142.0,0.07,1.198,1.454,955.168,2014,Transit,Kepler,3115.3377420799998,2.3822229999999998e+30,1011547800.0,2,solar,F,2025-10-29 17:25:48
Kepler-1958,5749.0,-0.1,0.961,0.864,1320.38,2021,Transit,Kepler,4306.4985928,1.9109485e+30,601084800.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-949,5403.0,0.01,0.89,0.86,486.105,2016,Transit,Kepler,1585.4606238,1.769765e+30,598302000.0,2,solar,G,2025-10-29 17:25:48
Kepler-74,6000.0,0.42,1.18,1.12,1177.55,2013,Transit,Kepler,3840.6499779999995,2.34643e+30,779184000.0000001,1,solar,G,2025-10-29 17:25:48
Kepler-105,5933.0,-0.09,0.991,1.026,459.223,2013,Transit,Kepler,1497.78336788,1.9706035e+30,713788200.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-87,5600.0,-0.17,1.1,1.82,1232.9,2013,Transit,Kepler,4021.177324,2.18735e+30,1266174000.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-812,6761.0,0.02,1.45,1.71,1482.74,2016,Transit,Kepler,4836.0454744,2.883325e+30,1189647000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1265,4630.0,-0.1,0.71,0.69,583.641,2016,Transit,Kepler,1903.5801399599998,1.411835e+30,480032999.99999994,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1177,5712.0,0.02,0.98,0.97,1299.97,2016,Transit,Kepler,4239.9301532,1.94873e+30,674829000.0,1,solar,G,2025-10-29 17:25:48
Kepler-686,5649.0,-0.07,0.94,0.92,1490.94,2016,Transit,Kepler,4862.7902664,1.86919e+30,640044000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1187,5975.0,-0.01,1.06,1.09,1020.53,2016,Transit,Kepler,3328.5198268,2.10781e+30,758313000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-164,5888.0,-0.1,0.966,1.097,890.758,2023,Transit,Kepler,2905.26066248,1.920891e+30,763182900.0,4,sub-solar,G,2025-10-29 17:25:48
Kepler-184,5788.0,-0.1958,0.872,0.873,610.326,2014,Transit,Kepler,1990.6148685599999,1.733972e+30,607346100.0,3,sub-solar,G,2025-10-29 17:25:48
Kepler-1588,5817.0,-0.14,0.96,0.99,924.141,2016,Transit,Kepler,3014.1413199599997,1.90896e+30,688743000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-226,5571.0,0.09,0.904,0.802,980.138,2014,Transit,Kepler,3196.7788952799997,1.797604e+30,557951400.0,3,solar,G,2025-10-29 17:25:48
Kepler-75,5200.0,0.3,0.91,0.89,835.356,2013,Transit,Kepler,2724.5637153599996,1.8095350000000002e+30,619173000.0,1,solar,K,2025-10-29 17:25:48
Kepler-11,5663.0,0.05,0.961,1.065,646.346,2010,Transit,Kepler,2108.09625976,1.9109485e+30,740920500.0,6,solar,G,2025-10-29 17:25:48
Kepler-937,6095.0,0.08,1.15,1.22,1571.46,2016,Transit,Kepler,5125.4110776,2.2867749999999999e+30,848754000.0,2,solar,F,2025-10-29 17:25:48
Kepler-233,5360.0,-0.09,0.855,0.758,856.417,2014,Transit,Kepler,2793.25543052,1.7001674999999998e+30,527340600.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-218,5542.0,0.31,1.01,1.02,656.38,2016,Transit,Kepler,2140.8227527999998,2.008385e+30,709614000.0,3,solar,G,2025-10-29 17:25:48
Kepler-135,6090.0,-0.105,1.047,1.275,621.855,2014,Transit,Kepler,2028.2173937999999,2.0819594999999999e+30,887017499.9999999,2,sub-solar,F,2025-10-29 17:25:48
Kepler-501,5904.0,-0.03,1.03,1.04,1125.24,2016,Transit,Kepler,3670.0377743999998,2.048155e+30,723528000.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-1416,6019.0,0.03,1.09,1.15,949.59,2016,Transit,Kepler,3097.1447604,2.167465e+30,800054999.9999999,1,solar,F,2025-10-29 17:25:48
Kepler-100,5825.0,0.02,1.08,1.49,304.645,2014,Transit,Kepler,993.6179461999999,2.14758e+30,1036593000.0,3,solar,G,2025-10-29 17:25:48
Kepler-207,5920.0,0.29,1.313,1.588,875.519,2014,Transit,Kepler,2855.5577496399997,2.6109004999999996e+30,1104771600.0,3,solar,G,2025-10-29 17:25:48
Kepler-118,5274.0,0.18,0.811,1.094,574.228,2014,Transit,Kepler,1872.8790756799997,1.6126735e+30,761095800.0,2,solar,G,2025-10-29 17:25:48
Kepler-822,5928.0,0.04,1.06,1.08,860.391,2016,Transit,Kepler,2806.2168699599997,2.10781e+30,751356000.0,1,solar,G,2025-10-29 17:25:48
Kepler-444,5046.0,-0.55,0.758,0.752,36.4396,2015,Transit,Kepler,118.849941776,1.507283e+30,523166400.0,5,low,K,2025-10-29 17:25:48
Kepler-1466,5884.0,-0.07,1.01,1.02,631.949,2016,Transit,Kepler,2061.13958044,2.008385e+30,709614000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-654,5865.0,0.04,1.04,1.11,974.124,2016,Transit,Kepler,3177.16387344,2.06804e+30,772227000.0000001,1,solar,G,2025-10-29 17:25:48
Kepler-618,5860.0,0.08,1.05,1.08,1221.96,2016,Transit,Kepler,3985.4958576,2.087925e+30,751356000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1628,3724.0,0.17,0.55,0.52,352.0,2016,Transit,Kepler,1148.0691199999999,1.093675e+30,361764000.0,1,solar,M,2025-10-29 17:25:48
Kepler-944,5409.0,-0.11,0.86,0.83,1349.43,2016,Transit,Kepler,4401.2469108,1.7101099999999998e+30,577431000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-566,5132.0,-0.01,0.83,0.79,564.277,2016,Transit,Kepler,1840.42329212,1.6504549999999998e+30,549603000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1394,6481.0,0.06,1.64,2.55,640.409,2016,Transit,Kepler,2088.7323780399997,3.2611399999999995e+30,1774034999.9999998,1,solar,F,2025-10-29 17:25:48
Kepler-648,5741.0,0.21,1.05,0.98,636.03,2016,Transit,Kepler,2074.4500067999998,2.087925e+30,681786000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1224,6155.0,0.14,1.18,1.22,559.598,2016,Transit,Kepler,1825.1624528799998,2.34643e+30,848754000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1672,6131.95,-0.25,1.16,1.08841,391.181,2020,Transit,Kepler,1275.8603023599999,2.30666e+30,757206837.0000001,1,sub-solar,F,2025-10-29 17:25:48
Kepler-770,5598.0,-0.01,0.94,0.92,930.457,2016,Transit,Kepler,3034.74133292,1.86919e+30,640044000.0,3,sub-solar,G,2025-10-29 17:25:48
Kepler-1946,5505.0,-0.04,0.887,0.873,1002.12,2021,Transit,Kepler,3268.4745071999996,1.7637995e+30,607346100.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1744,5986.0,-0.5,0.886,0.85,1091.63,2021,Transit,Kepler,3560.4167428,1.761811e+30,591345000.0,1,low,G,2025-10-29 17:25:48
Kepler-274,6023.0,-0.2112,0.883,1.007,1333.62,2014,Transit,Kepler,4349.681647199999,1.7558455e+30,700569899.9999999,2,sub-solar,F,2025-10-29 17:25:48
Kepler-129,5770.0,0.29,1.178,1.653,408.845,2014,Transit,Kepler,1333.4724982,2.3424529999999998e+30,1149992100.0,2,solar,G,2025-10-29 17:25:48
Kepler-1267,6096.0,0.07,1.15,1.2,1379.43,2016,Transit,Kepler,4499.0937108,2.2867749999999999e+30,834840000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1795,4500.0,0.28,0.768,0.688,623.901,2021,Transit,Kepler,2034.8905455599997,1.527168e+30,478641599.99999994,1,solar,K,2025-10-29 17:25:48
Kepler-903,5682.0,0.05,0.98,0.97,1369.24,2016,Transit,Kepler,4465.8584144,1.94873e+30,674829000.0,2,solar,G,2025-10-29 17:25:48
Kepler-1884,5984.0,-0.2,0.993,0.906,1443.09,2021,Transit,Kepler,4706.724620399999,1.9745804999999999e+30,630304200.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1964,4803.0,-0.08,0.752,0.698,623.901,2021,Transit,Kepler,2034.8905455599997,1.495352e+30,485598599.99999994,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1072,6199.0,0.07,1.2,1.32,982.716,2016,Transit,Kepler,3205.1871969599997,2.3862e+30,918324000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1462,5756.0,0.06,1.0,1.0,1017.82,2016,Transit,Kepler,3319.6809992,1.9885e+30,695700000.0,1,solar,G,2025-10-29 17:25:48
Kepler-220,4632.0,-0.1738,0.729,0.666,171.109,2014,Transit,Kepler,558.08227004,1.4496165e+30,463336200.0,4,sub-solar,K,2025-10-29 17:25:48
Kepler-880,6761.0,0.03,1.46,1.74,601.324,2016,Transit,Kepler,1961.2543054399998,2.90321e+30,1210518000.0,2,solar,F,2025-10-29 17:25:48
Kepler-351,5225.0,-0.16,0.81,0.78,1083.91,2016,Transit,Kepler,3535.2374996,1.610685e+30,542646000.0,3,sub-solar,G,2025-10-29 17:25:48
Kepler-324,5194.0,0.18,0.901,0.84,501.574,2014,Transit,Kepler,1635.9136954399999,1.7916385e+30,584388000.0,4,solar,K,2025-10-29 17:25:48
Kepler-1547,6078.0,0.04,1.12,1.18,674.695,2016,Transit,Kepler,2200.5582242,2.22712e+30,820926000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1076,4868.0,-0.01,0.79,0.74,199.0,2016,Transit,Kepler,649.05044,1.570915e+30,514818000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-170,5679.0,0.39,1.066,1.035,738.657,2014,Transit,Kepler,2409.17412492,2.119741e+30,720049500.0,2,solar,G,2025-10-29 17:25:48
Kepler-1542,5564.0,0.06,0.94,0.99,399.114,2016,Transit,Kepler,1301.7342578399998,1.86919e+30,688743000.0,4,solar,G,2025-10-29 17:25:48
Kepler-789,5870.0,-0.06,1.01,1.02,1480.16,2016,Transit,Kepler,4827.6306496,2.008385e+30,709614000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-328,6064.0,0.08,1.15,1.06,2213.19,2013,Transit,Kepler,7218.4519764,2.2867749999999999e+30,737442000.0,2,solar,F,2025-10-29 17:25:48
Kepler-311,5903.0,-0.1,0.974,1.156,778.654,2023,Transit,Kepler,2539.62674024,1.936799e+30,804229200.0,3,sub-solar,G,2025-10-29 17:25:48
Kepler-1819,6090.0,0.21,1.173,1.071,1363.19,2021,Transit,Kepler,4446.1259764,2.3325105e+30,745094700.0,1,solar,F,2025-10-29 17:25:48
Kepler-530,5697.0,-0.08,0.97,0.89,457.709,2016,Transit,Kepler,1492.8453660399998,1.928845e+30,619173000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1596,5706.0,-0.11,0.95,0.92,2146.23,2016,Transit,Kepler,7000.057918799999,1.889075e+30,640044000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-396,5656.0,0.1558,0.85,1.06,223.757,2013,Transit,Kepler,729.7968809199999,1.6902249999999998e+30,737442000.0,2,solar,G,2025-10-29 17:25:48
Kepler-285,5411.0,0.17,0.915,0.808,824.31,2014,Transit,Kepler,2688.5365236,1.8194775000000002e+30,562125600.0,2,solar,G,2025-10-29 17:25:48
Kepler-1073,5509.0,0.16,0.924,1.116,809.897,2021,Transit,Kepler,2641.52765932,1.837374e+30,776401200.0000001,3,solar,G,2025-10-29 17:25:48
Kepler-1438,5530.0,0.2,0.97,0.96,1154.13,2016,Transit,Kepler,3764.2642428,1.928845e+30,667872000.0,1,solar,G,2025-10-29 17:25:48
Kepler-804,5817.0,0.0,1.01,1.05,649.65,2016,Transit,Kepler,2118.872454,2.008385e+30,730485000.0,2,sub-solar,G,2025-10-29 17:25:48
Kepler-265,5835.0,-0.11,0.97,1.103,1280.25,2014,Transit,Kepler,4175.61219,1.928845e+30,767357100.0,4,sub-solar,G,2025-10-29 17:25:48
Kepler-788,6159.0,0.05,1.16,1.23,1775.8,2016,Transit,Kepler,5791.878247999999,2.30666e+30,855711000.0,1,solar,F,2025-10-29 17:25:48
Kepler-154,5690.0,0.02,0.933,1.001,915.212,2014,Transit,Kepler,2985.0188507199996,1.8552705e+30,696395699.9999999,5,solar,G,2025-10-29 17:25:48
Kepler-173,6031.0,0.0357,1.067,0.949,833.165,2014,Transit,Kepler,2717.4176374,2.1217295e+30,660219300.0,2,solar,F,2025-10-29 17:25:48
Kepler-1937,6457.0,-0.06,1.19,1.196,905.069,2021,Transit,Kepler,2951.9368476399995,2.366315e+30,832057200.0,1,sub-solar,F,2025-10-29 17:25:48
Kepler-1225,6140.0,0.01,1.13,1.19,1347.52,2016,Transit,Kepler,4395.0173312,2.2470049999999998e+30,827883000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1708,6157.0,0.0,1.088,1.117,1666.69,2021,Transit,Kepler,5436.0094364,2.1634880000000002e+30,777096900.0,1,sub-solar,F,2025-10-29 17:25:48
Kepler-335,5877.0,0.278,1.367,1.854,1278.97,2014,Transit,Kepler,4171.4373932,2.7182795e+30,1289827800.0,2,solar,G,2025-10-29 17:25:48
Kepler-332,4955.0,-0.13,0.743,0.72,344.19,2014,Transit,Kepler,1122.5963364,1.4774554999999999e+30,500904000.0,3,sub-solar,K,2025-10-29 17:25:48
Kepler-66,5962.0,-0.2,1.038,0.966,1202.96,2013,Transit,Kepler,3923.5262175999997,2.064063e+30,672046200.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-755,5043.0,-0.01,0.82,0.77,399.034,2016,Transit,Kepler,1301.47333304,1.6305699999999998e+30,535689000.0,2,sub-solar,K,2025-10-29 17:25:48
Kepler-1785,5618.0,0.0,0.911,0.996,745.74,2021,Transit,Kepler,2432.2757544,1.8115235e+30,692917200.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1393,5697.0,-0.09,0.95,0.92,544.456,2016,Transit,Kepler,1775.77591136,1.889075e+30,640044000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1035,5763.0,-0.03,0.98,0.97,562.116,2016,Transit,Kepler,1833.37506096,1.94873e+30,674829000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-247,5100.0,0.3,0.887,0.768,663.711,2014,Transit,Kepler,2164.73324916,1.7637995e+30,534297600.0,3,solar,K,2025-10-29 17:25:48
Kepler-1552,5202.0,-0.07,0.85,0.78,769.096,2016,Transit,Kepler,2508.4527497599997,1.6902249999999998e+30,542646000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-130,5884.0,-0.199,0.927,1.127,316.663,2014,Transit,Kepler,1032.81537428,1.8433395e+30,784053900.0,3,sub-solar,G,2025-10-29 17:25:48
Kepler-1895,5076.0,0.1,0.86,0.763,984.187,2021,Transit,Kepler,3209.98495172,1.7101099999999998e+30,530819100.0,1,solar,K,2025-10-29 17:25:48
Kepler-761,5706.0,-0.09,0.95,0.93,830.707,2016,Transit,Kepler,2709.4007229199997,1.889075e+30,647001000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1985,5370.0,0.14,0.877,0.966,623.901,2023,Transit,Kepler,2034.8905455599997,1.7439145e+30,672046200.0,1,solar,G,2025-10-29 17:25:48
Kepler-1607,6116.0,0.05,1.14,1.21,1286.1,2016,Transit,Kepler,4194.692316,2.2668899999999998e+30,841797000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1464,5828.0,0.03,1.02,1.01,1151.73,2016,Transit,Kepler,3756.4364987999998,2.02827e+30,702657000.0,2,solar,G,2025-10-29 17:25:48
