hostname,st_teff,st_met,st_mass,st_rad,sy_dist,disc_year,discoverymethod,mission,sy_dist_ly,st_mass_kg,st_rad_m,planet_count,metallicity_class,spectral_type,last_updated
Kepler-818,5638.0,-0.08,0.94,0.92,925.037,2016,Transit,Kepler,3017.0636777199998,1.86919e+30,640044000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1189,6012.0,0.08,1.11,1.16,782.852,2016,Transit,Kepler,2553.3187691199996,2.207235e+30,807012000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1436,5972.0,-0.01,1.06,1.09,2530.62,2016,Transit,Kepler,8253.7689672,2.10781e+30,758313000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1571,6297.0,0.04,1.23,1.39,675.303,2016,Transit,Kepler,2202.54125268,2.445855e+30,967022999.9999999,1,solar,F,2025-10-29 17:25:48
Kepler-1011,5416.0,0.08,0.91,0.88,736.779,2016,Transit,Kepler,2403.04891524,1.8095350000000002e+30,612216000.0,1,solar,G,2025-10-29 17:25:48
Kepler-441,4340.0,-0.57,0.572,0.55,268.003,2015,Transit,Kepler,874.1078646799999,1.1374219999999999e+30,382635000.00000006,1,low,K,2025-10-29 17:25:48
Kepler-1028,5522.0,-0.09,0.9,0.87,607.916,2016,Transit,Kepler,1982.75450896,1.7896500000000001e+30,605259000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-748,5934.0,0.08,1.07,1.1,1705.99,2016,Transit,Kepler,5564.188744399999,2.127695e+30,765270000.0000001,1,solar,G,2025-10-29 17:25:48
Kepler-1349,6086.0,0.03,1.16,1.28,276.323,2016,Transit,Kepler,901.2440438799998,2.30666e+30,890496000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1627,5445.0,-0.1,0.87,0.84,317.437,2016,Transit,Kepler,1035.33982172,1.7299949999999998e+30,584388000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-1920,6277.0,0.21,1.239,1.161,885.913,2021,Transit,Kepler,2889.4584042799997,2.4637515000000002e+30,807707700.0,1,solar,F,2025-10-29 17:25:48
Kepler-1155,5842.0,0.04,1.03,1.03,1128.72,2016,Transit,Kepler,3681.3880031999997,2.048155e+30,716571000.0,1,solar,G,2025-10-29 17:25:48
Kepler-1171,7044.0,-0.01,1.58,1.95,573.0,2016,Transit,Kepler,1868.8738799999999,3.14183e+30,1356615000.0,1,sub-solar,F,2025-10-29 17:25:48
Kepler-898,4223.0,-0.06,0.65,0.62,484.891,2016,Transit,Kepler,1581.50108996,1.2925250000000002e+30,431334000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-1743,5855.0,0.4,1.266,1.613,538.807,2021,Transit,Kepler,1757.35135892,2.517441e+30,1122164100.0,1,solar,G,2025-10-29 17:25:48
Kepler-721,5075.0,-0.01,0.82,0.78,926.598,2016,Transit,Kepler,3022.1549728799996,1.6305699999999998e+30,542646000.0,1,sub-solar,K,2025-10-29 17:25:48
Kepler-641,5713.0,0.15,1.02,1.13,969.918,2016,Transit,Kepler,3163.4457520799997,2.02827e+30,786140999.9999999,1,solar,G,2025-10-29 17:25:48
Kepler-1817,5316.0,0.16,0.878,0.915,748.569,2021,Transit,Kepler,2441.5027076399997,1.745903e+30,636565500.0,1,solar,G,2025-10-29 17:25:48
Kepler-642,6570.0,0.06,1.4,1.66,781.582,2016,Transit,Kepler,2549.1765879199997,2.7839e+30,1154862000.0,1,solar,F,2025-10-29 17:25:48
Kepler-1247,5303.0,-0.05,0.86,0.82,1045.92,2016,Transit,Kepler,3411.3308352,1.7101099999999998e+30,570474000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-868,5614.0,-0.08,0.93,0.89,1593.13,2016,Transit,Kepler,5196.0890828,1.8493050000000002e+30,619173000.0,1,sub-solar,G,2025-10-29 17:25:48
Kepler-551,4286.0,-0.09,0.65,0.63,311.175,2016,Transit,Kepler,1014.915933,1.2925250000000002e+30,438291000.0,1,sub-solar,K,2025-10-29 17:25:48
KOI-217,5545.0,0.12,0.95,0.86,914.699,2010,Transit,Kepler,2983.3456704399996,1.889075e+30,598302000.0,1,solar,G,2025-10-29 17:25:48
Kepler-776,5071.0,0.05,0.83,0.78,727.904,2016,Transit,Kepler,2374.1025702399997,1.6504549999999998e+30,542646000.0,1,solar,K,2025-10-29 17:25:48
HIP 9618,5649.0,-0.018,0.942,0.9593,67.5478,2023,Transit,TESS,220.31120256799997,1.8731669999999997e+30,667385010.0,2,sub-solar,G,2025-10-29 17:25:48
TOI-125,5320.0,-0.02,0.859,0.848,111.059,2020,Transit,TESS,362.22559204,1.7081215e+30,589953600.0,3,sub-solar,G,2025-10-29 17:25:48
TOI-2088,5081.0,0.339,0.9027,0.8481,126.46,2024,Transit,TESS,412.4568775999999,1.79501895e+30,590023170.0,1,solar,K,2025-10-29 17:25:48
GJ 238,3485.0,0.15,0.4193,0.4314,15.2142,2024,Transit,TESS,49.622026152,8.3377805e+29,300124980.0,1,solar,M,2025-10-29 17:25:48
TOI-7041,4700.0,0.25,1.07,4.1,439.52,2025,Transit,TESS,1433.5208512,2.127695e+30,2852369999.9999995,1,solar,K,2025-10-29 17:25:48
TOI-5126,6150.0,0.18,1.24,1.241,160.414,2023,Transit,TESS,523.19988584,2.46574e+30,863363700.0000001,2,solar,F,2025-10-29 17:25:48
TOI-406,3392.0,-0.02,0.408,0.41,31.0597,2024,Transit,TESS,101.30307513199999,8.113079999999999e+29,285237000.0,2,sub-solar,M,2025-10-29 17:25:48
TOI-277,4031.0,-0.01,0.16,0.362,64.6692,2022,Transit,TESS,210.92247595199998,3.1816e+29,251843400.0,1,sub-solar,K,2025-10-29 17:25:48
TOI-2025,5977.0,0.15,1.199,1.459,335.985,2022,Transit,TESS,1095.8352366,2.3842115e+30,1015026300.0,1,solar,G,2025-10-29 17:25:48
TOI-1716,5879.0,0.096,1.07,1.24,104.158,2024,Transit,TESS,339.71756647999996,2.127695e+30,862668000.0,1,solar,G,2025-10-29 17:25:48
TOI-2443,4375.0,-0.29,0.642,0.631,23.9258,2023,Transit,TESS,78.03543224799999,1.276617e+30,438986700.0,1,sub-solar,K,2025-10-29 17:25:48
TOI-2384,3943.0,0.332,0.635,0.6113,191.51,2024,Transit,TESS,624.6213555999999,1.2626975e+30,425281409.99999994,1,solar,M,2025-10-29 17:25:48
TOI-1470,3709.0,0.0,0.471,0.469,51.9503,2023,Transit,TESS,169.439020468,9.365834999999999e+29,326283300.0,2,sub-solar,M,2025-10-29 17:25:48
TOI-4379,6020.0,0.16,1.372,1.976,645.158,2024,Transit,TESS,2104.2215264799997,2.728222e+30,1374703200.0,1,solar,F,2025-10-29 17:25:48
TIC 241249530,6166.0,0.09,1.271,1.397,324.448,2024,Transit,TESS,1058.20661888,2.5273834999999998e+30,971892900.0,1,solar,F,2025-10-29 17:25:48
TOI-3261,5068.0,0.138,0.861,0.849,300.141,2024,Transit,TESS,978.92787996,1.7120985e+30,590649300.0,1,solar,K,2025-10-29 17:25:48
TOI-220,5298.0,-0.217,0.825,0.858,90.7402,2021,Transit,TESS,295.954606712,1.6405124999999998e+30,596910600.0,1,sub-solar,G,2025-10-29 17:25:48
TOI-139,4570.0,-0.238,0.69,0.7007,42.4061,2023,Transit,TESS,138.310039516,1.372065e+30,487476990.0,1,sub-solar,K,2025-10-29 17:25:48
TOI-4087,6060.0,0.237,1.178,1.112,301.676,2023,Transit,TESS,983.9343745599999,2.3424529999999998e+30,773618400.0000001,1,solar,F,2025-10-29 17:25:48
TOI-6086,3200.0,0.11,0.254,0.259,31.4566,2024,Transit,TESS,102.597588296,5.05079e+29,180186300.0,1,solar,M,2025-10-29 17:25:48
TOI-3071,6177.0,0.35,1.29,1.31,485.219,2024,Transit,TESS,1582.57088164,2.5651650000000003e+30,911367000.0,1,solar,F,2025-10-29 17:25:48
HIP 56998,4675.0,-0.343,0.653,0.63,12.7781,2025,Transit,TESS,41.676539835999996,1.2984905e+30,438291000.0,2,sub-solar,K,2025-10-29 17:25:48
HD 20329,5596.0,-0.07,0.9,1.13,63.6796,2022,Transit,TESS,207.694836176,1.7896500000000001e+30,786140999.9999999,1,sub-solar,G,2025-10-29 17:25:48
HIP 65 A,4590.0,0.18,0.781,0.7242,61.7856,2020,Transit,TESS,201.517441536,1.5530185e+30,503825939.99999994,1,solar,K,2025-10-29 17:25:48
TIC 139270665,5844.0,0.156,1.035,1.016,189.875,2024,Transit,TESS,619.2887049999999,2.0580974999999997e+30,706831200.0,1,solar,G,2025-10-29 17:25:48
TOI-4214,6370.0,0.294,1.382,1.434,346.881,2025,Transit,TESS,1131.3731943599998,2.748107e+30,997633800.0,1,solar,F,2025-10-29 17:25:48
TOI-1794,5631.0,0.035,0.9698,1.3162,155.791,2024,Transit,TESS,508.12169395999996,1.9284473e+30,915680340.0,1,solar,G,2025-10-29 17:25:48
TOI-3877,5731.0,0.269,1.16,1.445,493.77,2025,Transit,TESS,1610.4604811999998,2.30666e+30,1005286500.0,1,solar,G,2025-10-29 17:25:48
TOI-261,5890.3,-0.35,0.496728,1.28018,114.495,2024,Transit,TESS,373.4323122,9.87743628e+29,890621226.0000001,1,sub-solar,G,2025-10-29 17:25:48
TOI-1201,3476.0,0.05,0.512,0.508,37.8871,2021,Transit,TESS,123.57104987599998,1.018112e+30,353415600.0,1,solar,M,2025-10-29 17:25:48
TOI-421,5291.0,-0.044,0.833,0.866,74.7969,2020,Transit,TESS,243.95457716399997,1.6564205e+30,602476200.0,2,sub-solar,G,2025-10-29 17:25:48
TOI-559,5925.0,-0.069,1.026,1.233,233.266,2021,Transit,TESS,760.81105496,2.040201e+30,857798100.0000001,1,sub-solar,G,2025-10-29 17:25:48
HD 39091,5998.0,0.09,1.07,1.17,18.2702,2018,Transit,TESS,59.589353511999995,2.127695e+30,813969000.0,1,solar,G,2025-10-29 17:25:48
TOI-1437,6008.0,-0.4924,1.1,1.17,103.297,2024,Transit,TESS,336.90936331999995,2.18735e+30,813969000.0,1,sub-solar,F,2025-10-29 17:25:48
GJ 806,3600.0,-0.28,0.413,0.4144,12.0445,2023,Transit,TESS,39.28385941999999,8.212504999999999e+29,288298080.0,1,sub-solar,M,2025-10-29 17:25:48
TOI-5795,5715.0,-0.27,0.901,1.082,156.53,2025,Transit,TESS,510.53198679999997,1.7916385e+30,752747400.0,1,sub-solar,G,2025-10-29 17:25:48
TOI-2406,3100.0,-0.26,0.166,0.204,55.419,2021,Transit,TESS,180.75239363999998,3.30091e+29,141922800.0,1,sub-solar,M,2025-10-29 17:25:48
TOI-1052,6146.0,0.14,1.204,1.264,129.804,2023,Transit,TESS,423.36353424,2.3941539999999999e+30,879364800.0,1,solar,F,2025-10-29 17:25:48
TOI-1174,5030.0,-0.002,0.85,0.76,94.6375,2024,Transit,TESS,308.6658845,1.6902249999999998e+30,528732000.0,1,sub-solar,K,2025-10-29 17:25:48
TOI-2876,5271.0,0.353,0.939,0.873,225.744,2025,Transit,TESS,736.27760064,1.8672014999999998e+30,607346100.0,1,solar,G,2025-10-29 17:25:48
TOI-1011,5475.0,0.03,0.91,0.92,52.62,2025,Transit,TESS,171.6232872,1.8095350000000002e+30,640044000.0,1,solar,G,2025-10-29 17:25:48
TOI-1846,3568.0,0.169,0.418,0.397,47.2496,2025,Transit,TESS,154.107405376,8.311929999999999e+29,276192900.0,1,solar,M,2025-10-29 17:25:48
HIP 94235,5991.0,0.0,1.094,1.08,58.5146,2022,Transit,TESS,190.848878776,2.175419e+30,751356000.0,1,sub-solar,G,2025-10-29 17:25:48
TOI-2068,3710.0,0.27,0.559,0.535,52.9328,2024,Transit,TESS,172.643503168,1.1115715000000001e+30,372199500.0,1,solar,M,2025-10-29 17:25:48
TOI-815,4869.0,-0.09,0.776,0.77,59.7117,2024,Transit,TESS,194.753292252,1.543076e+30,535689000.0,2,sub-solar,K,2025-10-29 17:25:48
HD 260655,3803.0,-0.43,0.439,0.439,10.0055,2022,Transit,TESS,32.63353858,8.729515e+29,305412300.0,2,sub-solar,M,2025-10-29 17:25:48
HD 63433,5634.0,0.079,0.9883,0.9169,22.4035,2020,Transit,TESS,73.07035946,1.96523455e+30,637887330.0,3,solar,G,2025-10-29 17:25:48
HD 110082,6200.0,0.08,1.21,1.19,105.096,2021,Transit,TESS,342.77690975999997,2.406085e+30,827883000.0,1,solar,F,2025-10-29 17:25:48
TOI-201,6394.0,0.24,1.316,1.339,113.825,2025,Transit Timing Variations,TESS,371.24706699999996,2.616866e+30,931542300.0,2,solar,F,2025-10-29 17:25:48
GJ 367,3522.0,-0.01,0.455,0.458,9.41263,2021,Transit,TESS,30.699857502799997,9.047675000000001e+29,318630600.0,1,sub-solar,M,2025-10-29 17:25:48
BD+05 4868 A,4596.0,-0.05,0.7,0.69,43.5687,2025,Transit,TESS,142.10192917199998,1.39195e+30,480032999.99999994,1,sub-solar,K,2025-10-29 17:25:48
TOI-431,4850.0,0.2,0.78,0.731,32.5686,2021,Transit,TESS,106.22444301600001,1.55103e+30,508556700.0,2,solar,K,2025-10-29 17:25:48
GJ 341,3770.0,-0.16,0.48,0.5066,10.454,2025,Transit,TESS,34.09634824,9.5448e+29,352441620.00000006,1,sub-solar,M,2025-10-29 17:25:48
TOI-6016,6110.0,0.28,1.31,1.51,364.715,2024,Transit,TESS,1189.5398553999999,2.6049350000000003e+30,1050507000.0,1,solar,F,2025-10-29 17:25:48
TOI-5720,3325.0,0.03,0.383,0.383,35.8256,2024,Transit,TESS,116.847343936,7.615955e+29,266453100.0,1,solar,M,2025-10-29 17:25:48
HD 25463,6353.0,-0.018,1.251,1.4182,45.6181,2023,Transit,TESS,148.78617023599998,2.4876134999999997e+30,986641739.9999999,2,sub-solar,F,2025-10-29 17:25:48
TOI-712,4622.0,-0.02,0.732,0.674,58.6212,2022,Transit,TESS,191.19656107199998,1.455582e+30,468901800.00000006,3,sub-solar,K,2025-10-29 17:25:48
TOI-1075,3875.0,-0.08,0.604,0.581,61.4592,2022,Transit,TESS,200.452868352,1.2010539999999999e+30,404201700.0,1,sub-solar,M,2025-10-29 17:25:48
TOI-2459,4195.0,0.02,0.66,0.6751,36.6113,2023,Transit,TESS,119.40995162799999,1.3124100000000002e+30,469667070.0,1,solar,K,2025-10-29 17:25:48
TOI-2373,5651.0,0.3,1.041,1.102,508.686,2023,Transit,TESS,1659.1099101599998,2.0700284999999998e+30,766661400.0000001,1,solar,G,2025-10-29 17:25:48
TOI-1288,5388.0,0.257,0.9552,0.9583,114.865,2022,Transit,TESS,374.63908939999993,1.8994152e+30,666689310.0,1,solar,G,2025-10-29 17:25:48
TOI-672,3765.0,-0.71,0.5399,0.5441,66.9071,2023,Transit,TESS,218.221521076,1.07359115e+30,378530370.0,1,low,M,2025-10-29 17:25:48
TOI-1246,5213.0,0.168,0.8889,0.8649,169.422,2022,Transit,TESS,552.5800183199999,1.76757765e+30,601710930.0,4,solar,G,2025-10-29 17:25:48
TOI-1696,3185.0,0.336,0.255,0.2775,64.9172,2022,Transit,TESS,211.73134283199997,5.070675e+29,193056750.00000003,1,solar,M,2025-10-29 17:25:48
TOI-5386 A,6094.0,0.182,1.165,1.245,394.486,2025,Transit,TESS,1286.63975816,2.3166025000000002e+30,866146500.0000001,1,solar,F,2025-10-29 17:25:48
TOI-904,3770.2,0.022,0.557,0.527,46.0891,2023,Transit,TESS,150.322364996,1.1075945e+30,366633900.0,2,solar,M,2025-10-29 17:25:48
TOI-1130,4360.0,0.11,0.745,0.697,58.2609,2020,Transit,TESS,190.021421004,1.4814325e+30,484902899.99999994,2,solar,K,2025-10-29 17:25:48
TOI-1268,5300.0,0.36,0.96,0.92,109.557,2022,Transit,TESS,357.32672892,1.90896e+30,640044000.0,1,solar,G,2025-10-29 17:25:48
TOI-2449,6021.0,-0.03,1.079,1.065,156.786,2025,Transit,TESS,511.36694616,2.1455915e+30,740920500.0,1,sub-solar,F,2025-10-29 17:25:48
TOI-677,6295.0,0.0,1.181,1.28,141.812,2020,Transit,TESS,462.52834672,2.3484185e+30,890496000.0,1,sub-solar,F,2025-10-29 17:25:48
TOI-907,6272.0,0.02,1.069357,2.059789,312.529,2024,Transit,TESS,1019.33208524,2.1264163944999996e+30,1432995207.3,1,solar,F,2025-10-29 17:25:48
TOI-782,3370.0,0.34,0.397,0.413,52.5122,2024,Transit,TESS,171.27169103199998,7.894345e+29,287324100.0,1,solar,M,2025-10-29 17:25:48
TOI-1203,5737.0,-0.39,0.886,1.179,64.9943,2025,Transit,TESS,211.98280910799997,1.761811e+30,820230300.0,1,sub-solar,G,2025-10-29 17:25:48
HD 28109,6120.0,0.0,1.26,1.446,139.611,2022,Transit,TESS,455.34965315999995,2.50551e+30,1005982200.0,3,sub-solar,F,2025-10-29 17:25:48
TOI-1420,5510.0,0.28,0.987,0.923,201.918,2023,Transit,TESS,658.56767208,1.9626495e+30,642131100.0,1,solar,G,2025-10-29 17:25:48
TOI-4791,6058.0,0.207,1.242,1.409,328.802,2023,Transit,TESS,1072.40745112,2.469717e+30,980241300.0,1,solar,F,2025-10-29 17:25:48
TOI-1691,5759.0,0.052,1.03,1.0,111.445,2024,Transit,TESS,363.48455419999993,2.048155e+30,695700000.0,1,solar,G,2025-10-29 17:25:48
TOI-6324,3247.0,-0.32,0.269,0.293,20.5488,2025,Transit,TESS,67.02114412799999,5.349065e+29,203840100.0,1,sub-solar,M,2025-10-29 17:25:48
TOI-2768,4008.0,0.02,0.63,0.657,78.4525,2024,Transit,TESS,255.8775359,1.252755e+30,457074900.0,1,solar,K,2025-10-29 17:25:48
TOI-172,5645.0,0.148,1.128,1.777,342.831,2019,Transit,TESS,1118.16387636,2.2430279999999997e+30,1236258900.0,1,solar,G,2025-10-29 17:25:48
TOI-6383 A,3444.0,0.02,0.458,0.457,171.319,2024,Transit,TESS,558.76719764,9.10733e+29,317934900.0,1,solar,M,2025-10-29 17:25:48
TOI-4504,5315.0,0.16,0.89,0.92,342.605,2024,Transit,TESS,1117.4267638,1.769765e+30,640044000.0,2,solar,G,2025-10-29 17:25:48
TOI-1749,3985.0,-0.26,0.58,0.55,99.5561,2021,Transit,TESS,324.708193516,1.15333e+30,382635000.00000006,3,sub-solar,M,2025-10-29 17:25:48
TOI-1836,6237.0,-0.136,1.2518,1.6454,191.649,2024,Transit,TESS,625.07471244,2.4892043e+30,1144704780.0,2,sub-solar,F,2025-10-29 17:25:48
TOI-5300,4610.0,-0.17,0.67,0.65,162.51,2025,Transit,TESS,530.0361155999999,1.3322950000000002e+30,452205000.0,1,sub-solar,K,2025-10-29 17:25:48
TOI-2076,5201.0,0.017,0.883,0.774,41.9091,2021,Transit,TESS,136.689044196,1.7558455e+30,538471800.0,4,solar,G,2025-10-29 17:25:48
TOI-5799,3452.0,0.01,0.325,0.321,27.8123,2024,Transit,TESS,90.711485188,6.462625000000001e+29,223319700.0,2,solar,M,2025-10-29 17:25:48
NGTS-33,7437.0,-0.11,1.6,1.47,437.855,2024,Transit,TESS,1428.0903538,3.1816e+30,1022679000.0,1,sub-solar,F,2025-10-29 17:25:48
TOI-4794,6390.0,-0.102,1.25,1.451,543.008,2025,Transit,TESS,1771.05317248,2.485625e+30,1009460700.0,1,sub-solar,F,2025-10-29 17:25:48
TOI-451,5550.0,0.02,0.95,0.879,123.739,2020,Transit,TESS,403.58217284,1.889075e+30,611520300.0,3,solar,G,2025-10-29 17:25:48
TOI-5205,3430.0,0.0,0.392,0.394,86.4493,2023,Transit,TESS,281.95957890799997,7.79492e+29,274105800.0,1,sub-solar,M,2025-10-29 17:25:48
TOI-1670,6170.0,0.09,1.21,1.316,168.067,2022,Transit,TESS,548.16060452,2.406085e+30,915541200.0,2,solar,F,2025-10-29 17:25:48
TOI-2338,5581.0,0.22,0.99,1.05,313.996,2023,Transit,TESS,1024.1167937599998,1.968615e+30,730485000.0,1,solar,G,2025-10-29 17:25:48
TOI-4342,3901.0,0.02,0.6296,0.599,61.5204,2023,Transit,TESS,200.652475824,1.2519596000000001e+30,416724300.0,2,solar,M,2025-10-29 17:25:48
TOI-2207,6101.0,0.181,1.296,1.564,373.345,2022,Transit,TESS,1217.6871182,2.577096e+30,1088074800.0,1,solar,F,2025-10-29 17:25:48
TOI-6651,5940.0,0.225,1.323,1.721,212.128,2024,Transit,TESS,691.8681996799999,2.6307854999999997e+30,1197299700.0,1,solar,G,2025-10-29 17:25:48
TOI-908,5626.0,0.08,0.95,1.028,175.748,2023,Transit,TESS,573.21264688,1.889075e+30,715179600.0,1,solar,G,2025-10-29 17:25:48
TOI-2266,3200.0,0.02,0.23,0.24,51.6004,2024,Transit,TESS,168.297800624,4.5735500000000004e+29,166968000.0,1,solar,M,2025-10-29 17:25:48
TOI-757,5278.0,-0.27,0.8,0.78,60.3418,2024,Transit,TESS,196.808401208,1.5908e+30,542646000.0,1,sub-solar,G,2025-10-29 17:25:48
TOI-1453,4975.0,-0.31,0.715,0.72,78.7415,2025,Transit,TESS,256.82012674,1.4217775e+30,500904000.0,2,sub-solar,K,2025-10-29 17:25:48
TOI-1238,4089.0,0.31,0.59,0.58,70.7145,2022,Transit,TESS,230.63958462,1.173215e+30,403506000.0,2,solar,K,2025-10-29 17:25:48
TIC 46432937,3572.0,0.323,0.563,0.5299,90.5369,2024,Transit,TESS,295.29153156399997,1.1195255e+30,368651430.0,1,solar,M,2025-10-29 17:25:48
TOI-1630,5504.0,0.02,0.95,0.83,66.0929,2024,Transit,TESS,215.565958924,1.889075e+30,577431000.0,1,solar,G,2025-10-29 17:25:48
WASP-18,6400.0,0.107,1.22,1.23,123.483,2019,Transit Timing Variations,TESS,402.74721347999997,2.42597e+30,855711000.0,1,solar,F,2025-10-29 17:25:48
TOI-5153,6300.0,0.12,1.24,1.4,390.484,2022,Transit,TESS,1273.58699504,2.46574e+30,973979999.9999999,1,solar,F,2025-10-29 17:25:48
LP 714-47,3950.0,0.41,0.59,0.584,52.616,2020,Transit,TESS,171.61024096,1.173215e+30,406288800.0,1,solar,M,2025-10-29 17:25:48
TOI-5238,5631.0,0.02,1.0,1.02283,290.646,2022,Transit,TESS,947.95936776,1.9885e+30,711582830.9999999,1,solar,G,2025-10-29 17:25:48
TOI-1710,5684.0,0.147,1.0258,0.9574,81.2271,2022,Transit,TESS,264.92706027599996,2.0398033e+30,666063180.0,1,solar,G,2025-10-29 17:25:48
TOI-1899,3926.0,0.28,0.632,0.607,128.438,2020,Transit,TESS,418.9082432799999,1.256732e+30,422289900.0,1,solar,M,2025-10-29 17:25:48
HD 332231,6128.0,0.043,1.1642,1.266,80.6665,2020,Transit,TESS,263.09862974,2.3150116999999998e+30,880756200.0,1,solar,F,2025-10-29 17:25:48
TOI-1199,5710.0,0.44,1.23,1.45,248.427,2024,Transit,TESS,810.2595661199999,2.445855e+30,1008765000.0,1,solar,G,2025-10-29 17:25:48
TOI-4961,5380.0,0.206,0.912,0.912,213.073,2025,Transit,TESS,694.95037388,1.813512e+30,634478400.0,1,solar,G,2025-10-29 17:25:48
TOI-6054,6047.0,-0.07,1.107,1.662,79.407,2024,Transit,TESS,258.99069491999995,2.2012695e+30,1156253400.0,2,sub-solar,F,2025-10-29 17:25:48
TOI-892,6261.0,0.24,1.28,1.39,340.543,2020,Transit,TESS,1110.70142708,2.54528e+30,967022999.9999999,1,solar,F,2025-10-29 17:25:48
TOI-5800,4850.0,-0.04,0.778,0.773,42.9052,2025,Transit,TESS,139.937884112,1.547053e+30,537776100.0,1,sub-solar,K,2025-10-29 17:25:48
TOI-1739,4814.0,0.07,0.78,0.781,70.9819,2024,Transit,TESS,231.51172576399998,1.55103e+30,543341700.0,1,solar,K,2025-10-29 17:25:48
TIC 88785435,3998.0,-0.08,0.724,0.911,122.386,2025,Transit,TESS,399.16928215999997,1.439674e+30,633782700.0,1,sub-solar,M,2025-10-29 17:25:48
TOI-4515,5433.0,0.05,0.949,0.86,193.499,2024,Transit,TESS,631.1085984399999,1.8870865e+30,598302000.0,1,solar,G,2025-10-29 17:25:48
Ross 176,4041.0,-0.19,0.577,0.569,46.4488,2025,Transit,TESS,151.495548128,1.1473644999999999e+30,395853299.99999994,1,sub-solar,K,2025-10-29 17:25:48
TOI-3540 A,5810.0,0.176,1.081,1.228,623.901,2022,Transit,TESS,2034.8905455599997,2.1495684999999998e+30,854319600.0,1,solar,G,2025-10-29 17:25:48
TOI-2803 A,6280.0,-0.105,1.118,1.245,494.818,2023,Transit,TESS,1613.8785960799999,2.2231430000000003e+30,866146500.0000001,1,sub-solar,F,2025-10-29 17:25:48
TOI-1775,5284.0,0.162,0.9218,0.8288,149.234,2024,Transit,TESS,486.73564504,1.8329993e+30,576596160.0,1,solar,G,2025-10-29 17:25:48
TOI-262,5310.0,0.26,0.913,0.853,43.932,2023,Transit,TESS,143.28685392,1.8155005e+30,593432100.0,1,solar,G,2025-10-29 17:25:48
TOI-5713,3225.0,-0.03,0.2653,0.2992,40.8668,2024,Transit,TESS,133.28952020799997,5.2754904999999996e+29,208153440.00000003,1,sub-solar,M,2025-10-29 17:25:48
TOI-2420,5707.0,0.02,1.158,2.369,435.174,2024,Transit,TESS,1419.3461114399997,2.3026829999999998e+30,1648113300.0000002,1,solar,G,2025-10-29 17:25:48
TOI-4184,3238.0,-0.27,0.2109,0.2347,69.3649,2023,Transit,TESS,226.237783244,4.1937465e+29,163280790.0,1,sub-solar,M,2025-10-29 17:25:48
HD 35843,5666.0,-0.27,0.94,0.897,69.6026,2025,Transit,TESS,227.01305605599998,1.86919e+30,624042900.0,1,sub-solar,G,2025-10-29 17:25:48
TOI-4465,5545.0,-0.06,0.93,1.014,121.139,2025,Transit,TESS,395.10211683999995,1.8493050000000002e+30,705439800.0,1,sub-solar,G,2025-10-29 17:25:48
TOI-6255,3421.0,-0.14,0.353,0.37,20.3167,2024,Transit,TESS,66.264136052,7.019405e+29,257409000.0,1,sub-solar,M,2025-10-29 17:25:48
TOI-157,5404.0,0.24,0.948,1.167,355.683,2020,Transit,TESS,1160.08144548,1.8850979999999998e+30,811881900.0,1,solar,G,2025-10-29 17:25:48
TOI-2274,3943.0,0.02,0.612,0.631,48.876,2024,Transit,TESS,159.41200655999998,1.216962e+30,438986700.0,1,solar,M,2025-10-29 17:25:48
TOI-942,4969.0,-0.221,0.822,0.894,152.601,2020,Transit,TESS,497.71731755999997,1.634547e+30,621955800.0,2,sub-solar,K,2025-10-29 17:25:48
TOI-880,5050.0,0.23,0.87,0.83,60.6679,2024,Transit,TESS,197.871995924,1.7299949999999998e+30,577431000.0,2,solar,K,2025-10-29 17:25:48
TOI-4010,4960.0,0.37,0.88,0.83,177.504,2023,Transit,TESS,578.9399462399999,1.74988e+30,577431000.0,3,solar,K,2025-10-29 17:25:48
TOI-1416,4884.0,0.08,0.798,0.793,55.0135,2023,Transit,TESS,179.42983106,1.5868230000000002e+30,551690100.0,1,solar,K,2025-10-29 17:25:48
TOI-530,3659.0,0.376,0.53,0.54,148.762,2021,Transit,TESS,485.19618871999995,1.053905e+30,375678000.0,1,solar,M,2025-10-29 17:25:48
HD 191939,5348.0,-0.15,0.81,0.94,53.6089,2020,Transit,TESS,174.84864388399998,1.610685e+30,653958000.0,3,sub-solar,G,2025-10-29 17:25:48
TOI-1107,6311.0,-0.1,1.35,1.81,281.314,2022,Transit,TESS,917.52248984,2.6844750000000004e+30,1259217000.0,1,sub-solar,F,2025-10-29 17:25:48
TOI-6330,3539.0,0.08,0.531,0.49,139.042,2025,Transit,TESS,453.49382552,1.0558935000000001e+30,340893000.0,1,solar,M,2025-10-29 17:25:48
LHS 1678,3490.0,0.02,0.345,0.329,19.8782,2021,Transit,TESS,64.83394199199999,6.860325e+29,228885300.0,3,solar,M,2025-10-29 17:25:48
