pl_name,hostname,disc_facility,discoverymethod,disc_year,st_teff,st_met,st_rotp,st_mass,st_rad,sy_pnum,sy_snum,sy_dist,survey
Kepler-1783 b,Kepler-1783,Kepler,Transit,2021,5129.0,-0.16,,0.887,1.781,1,1,264.078,Kepler
Kepler-386 c,Kepler-386,Kepler,Transit,2014,5178.0,0.07,,0.825,0.767,2,1,882.462,Kepler
Kepler-106 d,Kepler-106,Kepler,Transit,2014,5858.0,-0.12,,1.0,1.04,4,1,444.322,Kepler
Kepler-189 b,Kepler-189,Kepler,Transit,2014,5235.0,-0.04,,0.803,0.75,2,1,591.534,Kepler
Kepler-1143 c,Kepler-1143,Kepler,Transit,2016,5053.0,-0.06,,0.81,0.77,2,1,555.189,Kepler
Kepler-1993 b,Kepler-1993,Kepler,Transit,2023,5159.0,-0.04,,1.373,3.062,1,1,1031.91,Kepler
Kepler-207 b,Kepler-207,Kepler,Transit,2014,5920.0,0.29,,1.313,1.588,3,1,875.519,Kepler
Kepler-795 b,Kepler-795,Kepler,Transit,2016,5631.0,-0.02,,0.94,0.96,1,2,492.122,Kepler
Kepler-163 b,Kepler-163,Kepler,Transit,2014,5776.0,0.1412,,0.882,0.917,2,1,689.814,Kepler
Kepler-1987 c,Kepler-1987,Kepler,Transit,2023,4769.0,0.12,,0.799,0.714,4,1,595.683,Kepler
Kepler-837 b,Kepler-837,Kepler,Transit,2016,5403.0,-0.18,,0.85,0.81,1,1,901.907,Kepler
Kepler-1031 b,Kepler-1031,Kepler,Transit,2016,6011.0,0.03,,1.09,1.12,1,1,682.882,Kepler
Kepler-1154 b,Kepler-1154,Kepler,Transit,2016,6327.0,0.04,,1.26,1.43,2,1,1460.1,Kepler
Kepler-169 d,Kepler-169,Kepler,Transit,2014,4997.0,0.17,,0.825,0.763,5,1,406.529,Kepler
Kepler-919 b,Kepler-919,Kepler,Transit,2016,6113.0,0.07,,1.15,1.21,1,1,1119.87,Kepler
Kepler-875 b,Kepler-875,Kepler,Transit,2016,5958.0,0.03,,1.06,1.11,1,1,1242.62,Kepler
Kepler-653 c,Kepler-653,Kepler,Transit,2016,5665.0,0.23,,1.02,1.19,2,1,595.634,Kepler
Kepler-191 d,Kepler-191,Kepler,Transit,2016,5215.0,-0.05,,0.84,0.8,3,1,594.464,Kepler
Kepler-400 b,Kepler-400,Kepler,Transit,2014,5886.0,0.0844,,1.08,1.145,2,1,845.97,Kepler
Kepler-1881 b,Kepler-1881,Kepler,Transit,2021,5135.0,0.12,,0.812,0.874,1,1,1057.21,Kepler
Kepler-60 b,Kepler-60,Kepler,Transit,2012,5905.0,-0.09,,1.041,1.257,3,1,1025.1,Kepler
Kepler-308 c,Kepler-308,Kepler,Transit,2014,5895.0,-0.04,,0.92,0.941,2,1,1335.92,Kepler
Kepler-1490 b,Kepler-1490,Kepler,Transit,2016,5515.0,-0.08,,0.9,0.87,1,1,862.92,Kepler
Kepler-556 b,Kepler-556,Kepler,Transit,2016,5740.0,0.03,,1.0,0.98,1,1,674.598,Kepler
Kepler-109 c,Kepler-109,Kepler,Transit,2014,5950.0,-0.02,,1.094,1.387,2,1,474.861,Kepler
Kepler-101 c,Kepler-101,Kepler,Transit,2014,5667.0,0.33,,1.17,1.56,2,1,927.981,Kepler
Kepler-348 c,Kepler-348,Kepler,Transit,2014,6177.0,-0.03,,1.189,1.359,2,1,570.783,Kepler
Kepler-1200 b,Kepler-1200,Kepler,Transit,2016,4612.0,0.04,,0.74,0.7,1,1,588.715,Kepler
Kepler-26 d,Kepler-26,Kepler,Transit,2014,4486.0,-0.21,,0.593,0.571,4,1,335.307,Kepler
2MASS J19383260+4603591 b,2MASS J19383260+4603591,Kepler,Eclipse Timing Variations,2015,29564.0,-0.092,,0.48,0.203,3,2,396.332,Kepler
Kepler-363 c,Kepler-363,Kepler,Transit,2014,5593.0,0.3965,,1.226,1.485,3,1,762.596,Kepler
Kepler-592 b,Kepler-592,Kepler,Transit,2016,5913.0,-0.03,,1.04,1.04,1,1,1153.13,Kepler
Kepler-858 b,Kepler-858,Kepler,Transit,2016,5653.0,-0.04,,0.96,0.91,1,1,298.532,Kepler
Kepler-1542 d,Kepler-1542,Kepler,Transit,2016,5564.0,0.06,,0.94,0.99,4,1,399.114,Kepler
Kepler-222 b,Kepler-222,Kepler,Transit,2014,5433.0,0.33,,0.933,0.869,3,1,758.854,Kepler
Kepler-450 d,Kepler-450,Kepler,Transit,2015,6197.21,0.1278,,1.19,1.64162,3,1,455.982,Kepler
Kepler-1892 b,Kepler-1892,Kepler,Transit,2021,5383.0,-0.22,,0.851,0.759,1,1,851.595,Kepler
Kepler-1213 b,Kepler-1213,Kepler,Transit,2016,6050.0,0.13,,1.14,1.21,1,1,807.812,Kepler
Kepler-432 b,Kepler-432,Kepler,Transit,2015,4995.0,-0.07,77.0,1.32,4.06,2,2,848.023,Kepler
Kepler-29 c,Kepler-29,Kepler,Transit,2011,5378.0,-0.44,,0.761,0.732,2,1,832.532,Kepler
Kepler-1108 b,Kepler-1108,Kepler,Transit,2016,5406.0,-0.09,,0.88,0.84,1,1,767.701,Kepler
Kepler-203 b,Kepler-203,Kepler,Transit,2014,5821.0,0.08,,1.06,1.114,3,1,703.302,Kepler
Kepler-554 b,Kepler-554,Kepler,Transit,2016,5447.0,0.14,,0.93,0.92,1,1,690.525,Kepler
Kepler-506 b,Kepler-506,Kepler,Transit,2016,6236.0,0.09,,1.19,1.19,1,1,228.439,Kepler
Kepler-1823 b,Kepler-1823,Kepler,Transit,2021,6000.0,0.06,,1.068,1.126,1,1,724.971,Kepler
Kepler-1992 b,Kepler-1992,Kepler,Transit,2023,5383.0,0.0,,0.874,0.842,1,1,532.955,Kepler
Kepler-237 c,Kepler-237,Kepler,Transit,2014,4861.0,0.22,,0.696,0.725,2,1,657.822,Kepler
Kepler-208 e,Kepler-208,Kepler,Transit,2014,6092.0,-0.0423,,1.082,1.314,4,1,775.328,Kepler
Kepler-140 b,Kepler-140,Kepler,Transit,2014,6077.0,-0.039,,1.044,1.288,2,1,583.859,Kepler
Kepler-254 c,Kepler-254,Kepler,Transit,2014,5957.0,-0.13,,0.849,0.91,3,1,1389.48,Kepler
Kepler-1287 b,Kepler-1287,Kepler,Transit,2016,5715.0,-0.05,,0.96,0.94,1,1,1003.26,Kepler
Kepler-1509 b,Kepler-1509,Kepler,Transit,2016,5780.0,0.03,,1.0,0.99,1,1,2002.96,Kepler
Kepler-208 d,Kepler-208,Kepler,Transit,2014,6092.0,-0.0423,,1.082,1.314,4,1,775.328,Kepler
Kepler-1129 c,Kepler-1129,Kepler,Transit,2016,5831.0,-0.04,,1.0,1.0,2,1,1183.88,Kepler
Kepler-1553 b,Kepler-1553,Kepler,Transit,2016,5288.0,-0.09,,0.85,0.81,1,1,692.594,Kepler
Kepler-1374 b,Kepler-1374,Kepler,Transit,2016,5323.0,-0.13,,0.85,0.81,1,1,1078.46,Kepler
Kepler-512 b,Kepler-512,Kepler,Transit,2016,5997.0,0.22,,1.17,1.3,1,1,467.375,Kepler
Kepler-639 b,Kepler-639,Kepler,Transit,2016,5896.0,0.23,,1.14,1.29,1,1,850.242,Kepler
Kepler-298 c,Kepler-298,Kepler,Transit,2014,4465.0,-0.21,,0.66,0.582,3,1,518.204,Kepler
Kepler-655 b,Kepler-655,Kepler,Transit,2016,6170.0,0.0,,1.15,1.24,1,1,752.562,Kepler
Kepler-1461 b,Kepler-1461,Kepler,Transit,2016,4919.0,-0.04,,0.79,0.74,1,1,679.106,Kepler
KOI-351 g,KOI-351,Kepler,Transit,2013,6031.13,0.083,,1.242,1.185,8,1,848.254,Kepler
Kepler-1931 b,Kepler-1931,Kepler,Transit,2021,6167.0,0.12,,1.174,1.221,1,1,620.091,Kepler
Kepler-287 c,Kepler-287,Kepler,Transit,2014,5806.0,0.117,,0.963,1.032,2,1,835.86,Kepler
Kepler-1067 b,Kepler-1067,Kepler,Transit,2016,5592.0,0.03,,0.95,0.93,2,1,667.693,Kepler
Kepler-1753 b,Kepler-1753,Kepler,Transit,2021,5180.0,0.0,,0.86,0.769,1,1,707.688,Kepler
Kepler-570 b,Kepler-570,Kepler,Transit,2016,5496.0,0.06,,0.93,0.9,1,1,568.148,Kepler
Kepler-340 b,Kepler-340,Kepler,Transit,2014,6620.0,0.06,,1.65,1.85,2,1,808.762,Kepler
Kepler-1049 b,Kepler-1049,Kepler,Transit,2016,3864.0,-0.33,,0.51,0.49,1,1,162.006,Kepler
Kepler-252 c,Kepler-252,Kepler,Transit,2014,4208.0,-0.13,,0.61,0.549,2,1,379.424,Kepler
Kepler-663 b,Kepler-663,Kepler,Transit,2016,5264.0,0.03,,0.86,0.82,1,1,1063.09,Kepler
Kepler-299 b,Kepler-299,Kepler,Transit,2014,5617.0,0.12,,1.004,1.032,4,1,1052.24,Kepler
Kepler-762 b,Kepler-762,Kepler,Transit,2016,5944.0,0.02,,1.06,1.08,1,1,1898.26,Kepler
Kepler-276 b,Kepler-276,Kepler,Transit,2014,6105.0,-0.29,,0.845,1.046,3,1,1144.86,Kepler
Kepler-10 c,Kepler-10,Kepler,Transit,2011,5708.0,-0.15,,0.91,1.065,3,1,185.506,Kepler
Kepler-337 b,Kepler-337,Kepler,Transit,2014,5684.0,0.07,,1.081,1.761,2,1,677.975,Kepler
Kepler-108 b,Kepler-108,Kepler,Transit,2014,5854.0,0.3261,,1.247,2.192,2,2,338.732,Kepler
Kepler-958 b,Kepler-958,Kepler,Transit,2016,5421.0,0.01,,0.91,0.86,1,1,449.773,Kepler
Kepler-381 b,Kepler-381,Kepler,Transit,2014,6152.0,-0.2016,,1.144,1.568,3,1,267.323,Kepler
Kepler-707 b,Kepler-707,Kepler,Transit,2016,5099.0,-0.12,,0.8,0.76,1,1,591.776,Kepler
Kepler-202 b,Kepler-202,Kepler,Transit,2014,4668.0,-0.21,,0.683,0.667,2,1,285.111,Kepler
Kepler-284 b,Kepler-284,Kepler,Transit,2014,5615.0,-0.26,,0.766,0.814,2,1,1031.95,Kepler
Kepler-135 c,Kepler-135,Kepler,Transit,2014,6090.0,-0.105,,1.047,1.275,2,1,621.855,Kepler
Kepler-950 b,Kepler-950,Kepler,Transit,2016,5857.0,0.02,,1.02,1.02,1,1,2161.6,Kepler
Kepler-102 d,Kepler-102,Kepler,Transit,2014,4909.0,0.11,27.95,0.803,0.724,5,1,107.796,Kepler
Kepler-1624 b,Kepler-1624,Kepler,Transit,2016,3636.0,0.06,,0.5,0.47,1,1,258.979,Kepler
Kepler-959 b,Kepler-959,Kepler,Transit,2016,7005.0,0.02,,1.6,2.01,1,1,807.729,Kepler
Kepler-963 b,Kepler-963,Kepler,Transit,2016,5461.0,-0.02,,0.91,0.87,2,1,771.494,Kepler
Kepler-846 b,Kepler-846,Kepler,Transit,2016,5579.0,0.0,,0.94,0.91,1,1,1127.12,Kepler
Kepler-1310 b,Kepler-1310,Kepler,Transit,2016,5549.0,-0.07,,0.91,0.88,1,1,569.185,Kepler
Kepler-1798 b,Kepler-1798,Kepler,Transit,2021,3967.0,0.06,,0.593,0.587,1,1,395.196,Kepler
Kepler-749 b,Kepler-749,Kepler,Transit,2016,5009.0,-0.11,,0.79,0.75,1,1,721.027,Kepler
Kepler-495 c,Kepler-495,Kepler,Transit,2021,5392.0,0.18,,0.888,1.087,2,1,658.924,Kepler
Kepler-1951 b,Kepler-1951,Kepler,Transit,2021,5468.0,0.14,,0.923,1.306,1,1,1277.32,Kepler
Kepler-268 c,Kepler-268,Kepler,Transit,2014,6081.0,0.0009,,1.109,1.274,2,1,851.87,Kepler
Kepler-389 b,Kepler-389,Kepler,Transit,2014,5376.0,-0.1,,0.765,0.792,2,1,816.559,Kepler
Kepler-1584 b,Kepler-1584,Kepler,Transit,2016,6069.0,0.0,,1.1,1.13,1,1,1416.31,Kepler
Kepler-1368 b,Kepler-1368,Kepler,Transit,2016,5906.0,0.1,,1.07,1.08,1,1,1635.82,Kepler
Kepler-924 b,Kepler-924,Kepler,Transit,2016,6167.0,0.01,,1.14,1.23,1,1,1053.04,Kepler
Kepler-1542 c,Kepler-1542,Kepler,Transit,2016,5564.0,0.06,,0.94,0.99,4,1,399.114,Kepler
Kepler-1877 b,Kepler-1877,Kepler,Transit,2021,5615.0,0.24,,1.022,0.936,1,1,285.312,Kepler
Kepler-331 c,Kepler-331,Kepler,Transit,2014,4347.0,0.1179,,0.653,0.492,3,1,580.119,Kepler
Kepler-543 b,Kepler-543,Kepler,Transit,2016,4671.0,-0.19,,0.7,0.67,1,1,221.802,Kepler
Kepler-1096 b,Kepler-1096,Kepler,Transit,2016,4306.0,-0.1,,0.66,0.63,1,1,377.976,Kepler
Kepler-303 c,Kepler-303,Kepler,Transit,2014,3944.0,-0.4136,,0.575,0.485,2,1,209.738,Kepler
Kepler-152 c,Kepler-152,Kepler,Transit,2014,5088.0,-0.12,,0.779,0.724,2,1,441.09,Kepler
Kepler-266 c,Kepler-266,Kepler,Transit,2014,5885.0,0.16,,0.947,1.028,2,1,1370.79,Kepler
Kepler-1388 b,Kepler-1388,Kepler,Transit,2016,4098.0,0.02,,0.63,0.61,4,1,453.795,Kepler
Kepler-1531 b,Kepler-1531,Kepler,Transit,2016,6260.0,-0.03,,1.16,1.27,1,1,666.334,Kepler
Kepler-84 c,Kepler-84,Kepler,Transit,2012,6039.0,-0.07,,1.0,1.43,5,1,1023.9,Kepler
Kepler-92 c,Kepler-92,Kepler,Transit,2013,5883.0,0.1381,,1.21,1.7,3,1,477.992,Kepler
Kepler-552 b,Kepler-552,Kepler,Transit,2016,5863.0,0.01,,1.03,1.04,1,1,843.689,Kepler
Kepler-326 b,Kepler-326,Kepler,Transit,2014,5105.0,0.2385,,0.91,0.801,3,1,487.675,Kepler
Kepler-1846 b,Kepler-1846,Kepler,Transit,2021,4825.0,0.08,,0.785,0.732,1,1,374.615,Kepler
Kepler-1573 b,Kepler-1573,Kepler,Transit,2016,5808.0,0.02,,1.01,1.0,1,1,1455.36,Kepler
Kepler-175 b,Kepler-175,Kepler,Transit,2014,6064.0,0.04,,0.969,1.01,2,1,1312.34,Kepler
KOI-94 e,KOI-94,Kepler,Transit,2013,6182.0,0.0228,,1.277,1.52,4,2,477.052,Kepler
Kepler-288 c,Kepler-288,Kepler,Transit,2014,5918.0,-0.24,,0.842,1.091,3,1,1194.15,Kepler
Kepler-375 c,Kepler-375,Kepler,Transit,2014,5826.0,-0.04,,0.891,0.837,2,1,1238.81,Kepler
Kepler-1044 b,Kepler-1044,Kepler,Transit,2016,5985.0,0.04,,1.08,1.11,1,1,1278.96,Kepler
Kepler-1258 b,Kepler-1258,Kepler,Transit,2016,5839.0,-0.07,,0.99,0.99,1,1,717.555,Kepler
Kepler-1489 c,Kepler-1489,Kepler,Transit,2024,5565.53,0.14,,0.977,0.957,2,1,1283.05,Kepler
Kepler-1714 b,Kepler-1714,Kepler,Transit,2021,6150.0,0.22,,1.448,2.086,1,1,409.46,Kepler
Kepler-33 f,Kepler-33,Kepler,Transit,2011,5904.0,0.025,,1.291,1.82,5,1,1209.16,Kepler
Kepler-1103 b,Kepler-1103,Kepler,Transit,2016,6092.0,-0.01,,1.11,1.15,1,1,1331.92,Kepler
Kepler-1241 b,Kepler-1241,Kepler,Transit,2016,5261.0,-0.09,,0.84,0.8,1,1,968.722,Kepler
Kepler-164 b,Kepler-164,Kepler,Transit,2014,5888.0,0.0,,1.036,1.148,4,1,890.758,Kepler
Kepler-32 f,Kepler-32,Kepler,Transit,2012,3900.0,0.0,,0.58,0.53,5,1,323.847,Kepler
Kepler-1915 b,Kepler-1915,Kepler,Transit,2021,6020.0,-0.06,,1.03,1.057,1,1,1514.66,Kepler
Kepler-968 b,Kepler-968,Kepler,Transit,2016,4598.0,0.13,,0.76,0.7,3,1,290.324,Kepler
Kepler-1820 b,Kepler-1820,Kepler,Transit,2021,5841.0,0.07,,1.047,0.931,1,1,1425.39,Kepler
Kepler-1734 b,Kepler-1734,Kepler,Transit,2021,6061.0,-0.1,,1.05,0.97,1,1,1482.83,Kepler
Kepler-1669 d,Kepler-1669,Kepler,Transit,2023,4224.0,-0.2,,0.609,0.603,3,1,543.444,Kepler
Kepler-993 b,Kepler-993,Kepler,Transit,2016,3843.0,0.03,,0.57,0.54,1,1,324.423,Kepler
Kepler-288 b,Kepler-288,Kepler,Transit,2014,5918.0,-0.24,,0.842,1.091,3,1,1194.15,Kepler
Kepler-1722 b,Kepler-1722,Kepler,Transit,2021,5506.0,-0.2,,0.876,0.788,1,1,772.283,Kepler
Kepler-215 d,Kepler-215,Kepler,Transit,2014,5739.0,-0.4425,,0.788,1.027,4,1,485.997,Kepler
Kepler-1388 d,Kepler-1388,Kepler,Transit,2016,4098.0,0.02,,0.63,0.61,4,1,453.795,Kepler
Kepler-1867 b,Kepler-1867,Kepler,Transit,2021,5693.0,-0.24,,0.911,0.816,1,1,680.583,Kepler
Kepler-1130 c,Kepler-1130,Kepler,Transit,2021,5450.0,0.1,,0.944,0.842,3,2,249.343,Kepler
Kepler-114 b,Kepler-114,Kepler,Transit,2014,4605.0,0.2291,,0.77,0.667,3,1,259.533,Kepler
Kepler-410 A b,Kepler-410 A,Kepler,Transit,2013,6273.0,0.01,,1.214,1.352,1,2,147.527,Kepler
Kepler-254 b,Kepler-254,Kepler,Transit,2014,5957.0,-0.13,,0.849,0.91,3,1,1389.48,Kepler
Kepler-1113 b,Kepler-1113,Kepler,Transit,2016,5931.0,0.18,,1.12,1.17,1,1,1073.88,Kepler
Kepler-841 b,Kepler-841,Kepler,Transit,2016,5324.0,-0.09,,0.85,0.81,1,1,998.961,Kepler
Kepler-331 b,Kepler-331,Kepler,Transit,2014,4347.0,0.1179,,0.653,0.492,3,1,580.119,Kepler
Kepler-48 b,Kepler-48,Kepler,Transit,2012,5194.0,0.17,,0.88,0.89,5,1,306.738,Kepler
Kepler-550 b,Kepler-550,Kepler,Transit,2016,5322.0,-0.02,,0.87,0.83,1,1,531.944,Kepler
Kepler-1792 b,Kepler-1792,Kepler,Transit,2021,5229.0,0.32,,0.878,1.005,1,1,601.029,Kepler
Kepler-215 c,Kepler-215,Kepler,Transit,2014,5739.0,-0.4425,,0.788,1.027,4,1,485.997,Kepler
Kepler-763 d,Kepler-763,Kepler,Transit,2023,4999.0,0.18,,0.8,0.843,3,1,962.459,Kepler
Kepler-1485 b,Kepler-1485,Kepler,Transit,2016,6087.0,0.02,,1.11,1.12,1,1,615.66,Kepler
Kepler-1134 b,Kepler-1134,Kepler,Transit,2016,5281.0,-0.1,,0.84,0.81,1,1,944.445,Kepler
Kepler-142 b,Kepler-142,Kepler,Transit,2014,5790.0,0.05,,0.978,1.269,3,1,548.686,Kepler
Kepler-1989 b,Kepler-1989,Kepler,Transit,2023,6032.0,-0.14,,0.999,1.06,1,1,1252.13,Kepler
Kepler-211 c,Kepler-211,Kepler,Transit,2014,5123.0,0.151,,0.867,0.816,2,1,309.353,Kepler
Kepler-103 b,Kepler-103,Kepler,Transit,2014,6047.0,0.15,20.8,1.212,1.492,2,1,494.832,Kepler
Kepler-567 b,Kepler-567,Kepler,Transit,2016,5148.0,0.0,,0.84,0.79,1,1,558.81,Kepler
Kepler-24 b,Kepler-24,Kepler,Transit,2011,6028.0,-0.0708,,1.06,1.099,4,1,1156.81,Kepler
Kepler-1415 b,Kepler-1415,Kepler,Transit,2016,5267.0,0.12,,0.89,0.84,1,1,1043.56,Kepler
KIC 8121913 b,KIC 8121913,Kepler,Orbital Brightness Modulation,2021,5975.3,0.252,,1.456,2.233,1,1,707.303,Kepler
Kepler-161 b,Kepler-161,Kepler,Transit,2014,5078.0,0.24,,0.853,0.806,2,1,434.632,Kepler
Kepler-1670 b,Kepler-1670,Kepler,Transit,2020,5838.0,-0.08,,1.05,1.51889,1,1,2065.98,Kepler
Kepler-662 b,Kepler-662,Kepler,Transit,2016,4897.0,-0.03,,0.79,0.74,1,1,815.637,Kepler
Kepler-1308 b,Kepler-1308,Kepler,Transit,2016,3468.0,-0.13,,0.35,0.34,1,1,112.705,Kepler
Kepler-24 c,Kepler-24,Kepler,Transit,2011,6028.0,-0.0708,,1.06,1.099,4,1,1156.81,Kepler
Kepler-404 c,Kepler-404,Kepler,Transit,2014,5654.0,-0.03,,0.86,0.884,2,1,812.524,Kepler
Kepler-1254 b,Kepler-1254,Kepler,Transit,2016,4985.0,-0.1,,0.78,0.75,3,1,622.818,Kepler
Kepler-754 b,Kepler-754,Kepler,Transit,2016,5935.0,0.05,,1.06,1.08,1,1,1770.27,Kepler
Kepler-1667 b,Kepler-1667,Kepler,Transit,2020,5941.54,-0.2603,,1.09,1.08751,1,1,626.819,Kepler
Kepler-1468 d,Kepler-1468,Kepler,Transit,2021,5794.0,0.14,,1.072,1.496,3,1,1899.24,Kepler
Kepler-275 c,Kepler-275,Kepler,Transit,2014,6165.0,0.08,,1.189,1.383,3,1,2034.25,Kepler
Kepler-1459 b,Kepler-1459,Kepler,Transit,2016,4828.0,0.01,,0.78,0.74,1,1,455.479,Kepler
Kepler-671 b,Kepler-671,Kepler,Transit,2016,5624.0,0.08,,0.97,0.95,1,1,1168.26,Kepler
Kepler-519 b,Kepler-519,Kepler,Transit,2016,5260.0,0.01,,0.89,0.8,1,2,246.61,Kepler
Kepler-320 b,Kepler-320,Kepler,Transit,2014,6435.0,-0.1228,,1.072,1.108,2,1,826.613,Kepler
Kepler-1769 b,Kepler-1769,Kepler,Transit,2021,6071.0,-0.06,,1.061,1.295,1,1,438.412,Kepler
Kepler-1726 b,Kepler-1726,Kepler,Transit,2021,5316.0,0.0,,0.876,0.804,1,1,390.552,Kepler
Kepler-170 c,Kepler-170,Kepler,Transit,2014,5679.0,0.39,,1.066,1.035,2,1,738.657,Kepler
Kepler-1936 b,Kepler-1936,Kepler,Transit,2021,6501.0,0.1,,1.419,1.854,1,1,871.096,Kepler
Kepler-1772 b,Kepler-1772,Kepler,Transit,2021,5541.0,0.12,,0.942,0.934,1,1,871.564,Kepler
Kepler-1396 b,Kepler-1396,Kepler,Transit,2016,6195.0,0.04,,1.18,1.27,1,1,1066.46,Kepler
Kepler-1165 c,Kepler-1165,Kepler,Transit,2021,6249.0,-0.04,,1.13,1.076,2,1,1575.2,Kepler
Kepler-640 b,Kepler-640,Kepler,Transit,2016,5653.0,0.15,,1.01,0.94,1,1,557.787,Kepler
Kepler-1519 b,Kepler-1519,Kepler,Transit,2016,5644.0,-0.07,,0.94,0.91,1,1,1441.63,Kepler
Kepler-1045 b,Kepler-1045,Kepler,Transit,2016,5301.0,-0.03,,0.86,0.82,1,1,942.485,Kepler
Kepler-338 d,Kepler-338,Kepler,Transit,2014,5923.0,-0.029,,1.105,1.735,4,1,552.798,Kepler
Kepler-121 c,Kepler-121,Kepler,Transit,2014,5311.0,-0.08,,0.859,0.701,2,1,510.523,Kepler
Kepler-1862 b,Kepler-1862,Kepler,Transit,2021,5644.0,-0.24,,0.9,0.806,1,1,1232.19,Kepler
Kepler-262 b,Kepler-262,Kepler,Transit,2014,5841.0,-0.3382,,0.816,0.881,2,1,613.129,Kepler
Kepler-990 b,Kepler-990,Kepler,Transit,2016,5948.0,0.01,,1.05,1.08,2,1,802.163,Kepler
Kepler-50 b,Kepler-50,Kepler,Transit,2012,6225.0,0.03,,1.24,1.58,2,1,250.11,Kepler
Kepler-1821 b,Kepler-1821,Kepler,Transit,2021,5475.0,0.14,,0.946,0.884,1,1,799.699,Kepler
PH2 b,PH2,Kepler,Transit,2013,5734.0,0.017,22.6,0.966,0.949,1,1,343.863,Kepler
Kepler-124 b,Kepler-124,Kepler,Transit,2014,4984.0,-0.46,,0.706,0.636,3,1,420.046,Kepler
Kepler-380 b,Kepler-380,Kepler,Transit,2014,6045.0,-0.16,,0.99,1.224,2,1,813.713,Kepler
Kepler-1304 b,Kepler-1304,Kepler,Transit,2016,5259.0,-0.05,,0.85,0.81,1,1,2176.08,Kepler
Kepler-1128 b,Kepler-1128,Kepler,Transit,2016,5543.0,0.04,,0.94,0.91,1,1,1083.41,Kepler
Kepler-1537 b,Kepler-1537,Kepler,Transit,2016,5079.0,-0.08,,0.81,0.77,1,1,517.292,Kepler
Kepler-1259 b,Kepler-1259,Kepler,Transit,2016,5053.0,-0.07,,0.8,0.77,1,1,805.562,Kepler
Kepler-1043 b,Kepler-1043,Kepler,Transit,2016,5629.0,-0.11,,0.92,0.9,1,1,903.332,Kepler
Kepler-156 c,Kepler-156,Kepler,Transit,2014,5094.0,0.2535,,0.864,0.807,2,1,443.483,Kepler
Kepler-368 c,Kepler-368,Kepler,Transit,2014,5502.0,0.03,,1.165,2.019,2,1,770.978,Kepler
Kepler-406 b,Kepler-406,Kepler,Transit,2014,5538.0,0.18,,1.07,1.07,2,1,364.03,Kepler
Kepler-286 e,Kepler-286,Kepler,Transit,2014,5580.0,-0.25,,0.83,0.863,4,1,1226.85,Kepler
Kepler-479 b,Kepler-479,Kepler,Transit,2016,5247.0,-0.02,,0.86,0.81,1,1,344.901,Kepler
Kepler-1404 b,Kepler-1404,Kepler,Transit,2016,5261.0,-0.09,,0.84,0.8,1,1,962.183,Kepler
Kepler-1987 b,Kepler-1987,Kepler,Transit,2023,4769.0,0.12,,0.799,0.714,4,1,595.683,Kepler
Kepler-624 b,Kepler-624,Kepler,Transit,2016,6117.0,-0.06,,1.1,1.18,1,1,748.188,Kepler
Kepler-1530 c,Kepler-1530,Kepler,Transit,2016,5477.0,0.03,,0.92,0.88,3,1,489.876,Kepler
Kepler-1085 b,Kepler-1085,Kepler,Transit,2016,6000.0,0.08,,1.11,1.14,2,1,1364.53,Kepler
Kepler-28 c,Kepler-28,Kepler,Transit,2011,4499.3,0.1451,,0.684,0.664,2,1,438.359,Kepler
Kepler-1135 b,Kepler-1135,Kepler,Transit,2016,5656.0,0.02,,0.96,0.94,1,1,1314.64,Kepler
Kepler-14 b,Kepler-14,Kepler,Transit,2011,6395.0,0.12,,1.512,2.048,1,2,798.0,Kepler
Kepler-448 c,KOI-12,Kepler,Transit Timing Variations,2017,6635.0,0.0815,,1.5,1.4,2,1,399.398,Kepler
Kepler-1047 c,Kepler-1047,Kepler,Transit,2016,5754.0,0.29,,1.08,1.13,2,1,817.647,Kepler
Kepler-173 c,Kepler-173,Kepler,Transit,2014,6031.0,0.0357,,1.067,0.949,2,1,833.165,Kepler
Kepler-106 b,Kepler-106,Kepler,Transit,2014,5858.0,-0.12,,1.0,1.04,4,1,444.322,Kepler
Kepler-1445 b,Kepler-1445,Kepler,Transit,2016,6150.0,-0.03,,1.13,1.26,1,1,506.357,Kepler
Kepler-1430 b,Kepler-1430,Kepler,Transit,2016,4796.0,-0.03,,0.77,0.72,1,1,875.523,Kepler
Kepler-796 b,Kepler-796,Kepler,Transit,2016,5475.0,0.09,,0.93,1.09,1,1,817.584,Kepler
Kepler-1388 e,Kepler-1388,Kepler,Transit,2016,4098.0,0.02,,0.63,0.61,4,1,453.795,Kepler
Kepler-1095 b,Kepler-1095,Kepler,Transit,2016,5658.0,-0.09,,0.94,0.92,1,1,792.522,Kepler
Kepler-1105 b,Kepler-1105,Kepler,Transit,2016,4299.0,0.28,,0.71,0.68,1,1,318.004,Kepler
Kepler-1311 b,Kepler-1311,Kepler,Transit,2016,5748.0,0.09,,1.05,1.4,3,1,866.331,Kepler
Kepler-181 b,Kepler-181,Kepler,Transit,2014,5333.0,-0.04,,0.81,0.749,2,1,609.283,Kepler
Kepler-1748 b,Kepler-1748,Kepler,Transit,2021,5774.0,-0.22,,0.916,0.864,1,1,1083.28,Kepler
Kepler-1347 b,Kepler-1347,Kepler,Transit,2016,5193.0,-0.11,,0.82,0.79,1,1,321.0,Kepler
