pl_name,hostname,disc_facility,discoverymethod,disc_year,st_teff,st_met,st_rotp,st_mass,st_rad,sy_pnum,sy_snum,sy_dist,survey
Kepler-1897 b,Kepler-1897,Kepler,Transit,2021,5165.0,0.02,,0.859,0.761,1,1,983.174,Kepler
Kepler-1264 b,Kepler-1264,Kepler,Transit,2016,5791.0,-0.02,,0.99,0.98,1,1,801.993,Kepler
Kepler-452 b,Kepler-452,Kepler,Transit,2015,5757.0,0.21,,1.037,1.11,1,1,551.727,Kepler
Kepler-553 b,Kepler-553,Kepler,Transit,2016,5191.0,0.152,,0.889,0.902,2,1,728.525,Kepler
Kepler-259 b,Kepler-259,Kepler,Transit,2014,5938.0,-0.09,,0.867,0.898,2,1,1002.14,Kepler
Kepler-1869 c,Kepler-1869,Kepler,Transit,2023,5808.0,-0.06,,0.987,0.902,2,1,113.025,Kepler
Kepler-240 b,Kepler-240,Kepler,Transit,2014,4985.0,0.41,,0.868,0.739,2,1,746.927,Kepler
Kepler-1955 b,Kepler-1955,Kepler,Transit,2021,5825.0,0.14,,1.049,1.291,1,1,449.351,Kepler
Kepler-537 b,Kepler-537,Kepler,Transit,2016,5763.0,0.23,,1.07,0.99,1,1,439.4,Kepler
Kepler-1968 b,Kepler-1968,Kepler,Transit,2021,5008.0,0.18,,0.844,0.788,1,1,750.93,Kepler
Kepler-322 c,Kepler-322,Kepler,Transit,2014,5388.0,0.12,,0.908,0.89,2,1,400.48,Kepler
Kepler-601 b,Kepler-601,Kepler,Transit,2016,5160.0,-0.02,,0.85,0.79,1,1,414.825,Kepler
Kepler-1684 b,Kepler-1684,Kepler,Transit,2020,4706.54,0.1267,,0.75,0.666755,1,1,621.996,Kepler
Kepler-781 b,Kepler-781,Kepler,Transit,2016,5162.0,-0.1,,0.81,0.78,1,1,1064.47,Kepler
Kepler-171 b,Kepler-171,Kepler,Transit,2014,5642.0,0.17,,0.978,0.839,3,1,863.855,Kepler
Kepler-1021 b,Kepler-1021,Kepler,Transit,2016,5431.0,-0.05,,0.89,0.86,1,1,810.082,Kepler
Kepler-1399 b,Kepler-1399,Kepler,Transit,2016,5735.0,-0.03,,0.97,0.96,1,1,1385.7,Kepler
Kepler-1550 b,Kepler-1550,Kepler,Transit,2016,5991.0,0.01,,1.07,1.11,1,1,1179.01,Kepler
Kepler-414 c,Kepler-414,Kepler,Transit Timing Variations,2014,5536.0,0.18,,0.89,0.946,2,1,413.46,Kepler
Kepler-743 b,Kepler-743,Kepler,Transit,2016,5486.0,0.01,,0.94,0.85,1,2,278.987,Kepler
Kepler-1952 b,Kepler-1952,Kepler,Transit,2021,5973.0,-0.34,,0.922,1.305,1,1,852.062,Kepler
