pl_name,hostname,disc_facility,discoverymethod,disc_year,st_teff,st_met,st_rotp,st_mass,st_rad,sy_pnum,sy_snum,sy_dist,survey
TOI-715 b,TOI-715,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3075.0,-0.25,,0.225,0.24,1,1,42.4048,TESS
TOI-1266 b,TOI-1266,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3563.0,-0.109,44.6,0.437,0.4232,3,1,36.0118,TESS
TOI-1836 b,TOI-1836,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6380.0,-0.101,20.0,1.307,1.577,2,1,191.649,TESS
TOI-470 b,TOI-470,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5190.0,0.1,18.28,0.87,0.831,1,1,130.46,TESS
TOI-1898 b,TOI-1898,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6241.0,-0.095,,1.2484,1.6131,1,1,79.6682,TESS
HD 93963 A b,HD 93963 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5908.0,0.11,12.8,1.0844,1.0311,2,2,82.3432,TESS
HIP 8152 b,HIP 8152,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5618.0,0.007,,0.9373,0.9603,2,1,101.694,TESS
TOI-1937 A b,TOI-1937 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5814.0,0.196,,1.072,1.08,1,2,415.135,TESS
TOI-2169 A b,TOI-2169 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6270.0,0.123,,1.42,1.82,1,2,351.487,TESS
TOI-4308 b,TOI-4308,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5243.0,,,0.9,0.7934,1,1,108.932,TESS
TOI-1798.02,TOI-1798,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5165.0,0.073,,0.87,0.78,2,1,113.181,TESS
TOI-4600 b,TOI-4600,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5170.0,0.16,,0.89,0.81,2,1,216.056,TESS
TOI-2019 b,TOI-2019,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5626.0,0.409,,1.1832,1.7457,1,1,198.007,TESS
TOI-1338 b,TOI-1338 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5723.2,0.01,19.0,1.0936,1.313,2,2,399.017,TESS
TOI-1235 b,TOI-1235,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3997.0,0.33,44.7,0.63,0.619,1,1,39.6345,TESS
TOI-663 d,TOI-663,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3681.0,0.07,30.0,0.514,0.512,3,1,64.2308,TESS
HD 207897 b,HD 207897,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5106.0,-0.03,37.0,0.8208,0.7827,1,1,28.2938,TESS
TOI-905 b,TOI-905,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5570.0,0.14,,0.968,0.918,1,1,158.649,TESS
TOI-2000 c,TOI-2000,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5611.0,0.439,,1.082,1.134,2,1,175.713,TESS
TOI-1333 b,TOI-1333,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,6274.0,0.119,5.3,1.464,1.925,1,2,200.492,TESS
HD 1397 b,HD 1397,Transiting Exoplanet Survey Satellite (TESS),Transit,2018,5521.0,0.29,,1.324,2.336,1,1,79.5702,TESS
TOI-4582 b,TOI-4582,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5190.0,0.17,,1.34,2.5,1,1,383.846,TESS
TOI-2545 b,TOI-2545,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5846.29,-0.2729,,1.055,1.25324,1,1,107.118,TESS
TOI-2211.01,TOI-2211,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5253.0,,,0.9,0.834,1,1,70.2932,TESS
TOI-1728 b,TOI-1728,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3980.0,0.25,,0.646,0.6243,1,1,60.798,TESS
TOI-6038 A b,TOI-6038 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6110.0,0.124,,1.291,1.648,1,2,179.147,TESS
TOI-1117 b,TOI-1117,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5635.0,0.136,40.0,0.97,1.05,3,1,167.598,TESS
TOI-4406 b,TOI-4406,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6219.0,0.1,,1.19,1.29,1,1,261.834,TESS
TOI-2322 b,TOI-2322,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,4664.0,-0.12,21.28,0.703,0.662,2,1,59.861,TESS
TIC 257060897 b,TIC 257060897,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5993.0,0.054,92.0,1.187,1.863,1,1,505.703,TESS
TOI-776 b,TOI-776,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3725.0,-0.21,21.13,0.542,0.547,2,1,27.1701,TESS
HD 2685 b,HD 2685,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,6801.0,0.02,,1.43,1.56,1,1,196.852,TESS
TOI-1346 b,TOI-1346,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5099.0,-0.01,,0.82,0.78,2,1,115.45,TESS
TOI-1723 b,TOI-1723,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5777.0,0.159,,1.04,1.09,1,1,100.727,TESS
TOI-2005 b,TOI-2005,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,7130.0,0.0,,1.59,2.02,1,1,328.475,TESS
TOI-674 b,TOI-674,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,3514.0,0.17,52.0,0.42,0.42,1,1,46.0851,TESS
TOI-2109 b,TOI-2109,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,6540.0,0.068,,1.453,1.698,1,1,262.041,TESS
TOI-444 b,TOI-444,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5225.0,0.08,13.0,0.96,0.779,1,1,57.3973,TESS
TOI-2202 b,TOI-2202,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5169.0,0.059,22.0,0.841,0.808,2,1,235.933,TESS
LTT 3780 c,LTT 3780,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3358.0,0.06,104.0,0.381,0.38,2,2,21.9814,TESS
TOI-561 e,TOI-561,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5342.0,-0.41,,0.806,0.843,4,1,85.799,TESS
LTT 1445 A b,LTT 1445 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,3562.0,-0.34,,0.257,0.271,2,3,6.86929,TESS
HD 23472 f,HD 23472,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4684.0,-0.2,40.1,0.67,0.71,5,1,39.0341,TESS
TOI-2095 c,TOI-2095,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3759.0,-0.24,40.0,0.44,0.44,2,1,41.9176,TESS
TOI-5882 b,TOI-5882,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5920.0,0.18,,1.334,2.26,1,1,416.104,TESS
TOI-1749 b,TOI-1749,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,3985.0,-0.26,,0.58,0.55,3,1,99.5561,TESS
NGTS-20 b,NGTS-20,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5980.0,0.15,,1.47,1.78,1,1,382.898,TESS
HD 23472 c,HD 23472,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,4684.0,-0.2,40.1,0.67,0.71,5,1,39.0341,TESS
TOI-2427 b,TOI-2427,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4072.0,,,0.64,0.65,1,1,28.5147,TESS
TOI-6420 b,TOI-6420,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6020.0,0.24,,1.165,1.312,1,1,634.712,TESS
TOI-5388.01,TOI-5388,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3495.0,,,0.28572,0.31,1,1,18.5226,TESS
TOI-1777.01,TOI-1777,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5859.0,,,1.06,0.98,1,1,79.7665,TESS
TIC 172900988 b,TIC 172900988 Aa,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,6050.0,0.34,,1.2384,1.3842,1,2,250.956,TESS
TOI-122 b,TOI-122,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3403.0,,72.0,0.312,0.334,1,1,62.118,TESS
TOI-5076 b,TOI-5076,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4780.0,0.082,57.0,0.789,0.844,1,2,82.857,TESS
LHS 3844 b,LHS 3844,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,3036.0,,,0.151,0.189,1,1,14.8846,TESS
TOI-1221 b,TOI-1221,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5592.0,0.06,,0.93,1.031,1,1,138.411,TESS
TOI-1601 b,TOI-1601,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5982.0,0.343,,1.5055,2.195,1,1,336.608,TESS
TOI-237 b,TOI-237,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3212.0,,102.0,0.179,0.211,1,1,38.0749,TESS
TOI-1694 b,TOI-1694,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5058.0,0.131,,0.853,0.8036,2,1,124.68,TESS
TOI-836 c,TOI-836,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4552.0,-0.284,21.987,0.678,0.665,2,1,27.5024,TESS
TOI-3353.01,TOI-3353,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6365.0,,,1.332089,1.0207,1,1,78.7577,TESS
TOI-2180 b,TOI-2180,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5695.0,0.253,,1.111,1.636,1,1,116.685,TESS
TOI-169 b,TOI-169,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5880.0,0.24,,1.147,1.288,1,1,407.84,TESS
HD 108236 d,HD 108236,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5660.0,-0.28,,0.869,0.877,5,1,64.5978,TESS
TOI-4603 b,TOI-4603,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6264.0,0.342,,1.765,2.738,1,1,225.643,TESS
TOI-1670 c,TOI-1670,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,6170.0,0.09,,1.21,1.316,2,1,168.067,TESS
TOI-132 b,TOI-132,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5397.0,0.16,,0.97,0.9,1,1,163.678,TESS
TOI-4633 c,TOI-4633,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5800.0,0.2379,12.1,1.1,1.05,1,2,95.2016,TESS
TOI-712 d,TOI-712,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4622.0,-0.02,12.454,0.732,0.674,3,1,58.6212,TESS
TOI-4443.01,TOI-4443,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5834.0,,,1.049133,1.01733,1,1,56.0739,TESS
TOI-5293 A b,TOI-5293 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3586.0,-0.03,20.6,0.54,0.52,1,2,162.229,TESS
TOI-3856 b,TOI-3856,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5622.0,0.454,,1.096,1.055,1,1,314.443,TESS
TOI-1695 b,TOI-1695,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3690.0,0.0,47.7,0.513,0.515,1,1,45.1309,TESS
TOI-178 b,TOI-178,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,4316.0,-0.23,,0.65,0.651,6,1,62.699,TESS
TOI-4153 b,TOI-4153,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6860.0,0.317,,1.572,1.605,1,1,423.84,TESS
TOI-1431 b,TOI-1431,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,7690.0,0.09,,1.9,1.92,1,1,148.925,TESS
TOI-421 c,TOI-421,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5291.0,-0.044,39.6,0.833,0.866,2,2,74.7969,TESS
TOI-2076 d,TOI-2076,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5192.0,0.02,7.21,0.8557,0.796,4,1,41.9091,TESS
TOI-270 d,TOI-270,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,3506.0,-0.17,,0.386,0.38,3,1,22.4793,TESS
TOI-2364 b,TOI-2364,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5306.0,0.344,,0.954,0.886,1,1,219.614,TESS
TOI-4527.01,TOI-4527,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3702.0,,,0.483901,0.485948,1,1,18.1037,TESS
TOI-3160 A b,TOI-3160 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6190.0,-0.114,,1.088,1.346,1,2,567.678,TESS
TOI-6000 b,TOI-6000,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,3419.0,,,0.37,0.38,1,1,75.7664,TESS
TOI-622 b,TOI-622,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6400.0,0.09,3.77,1.313,1.415,1,1,123.297,TESS
HD 28109 b,HD 28109,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,6120.0,0.0,,1.26,1.446,3,1,139.611,TESS
TOI-2407 b,TOI-2407,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,3530.0,0.21,,0.548,0.567,1,1,92.4366,TESS
LP 791-18 c,LP 791-18,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,2960.0,-0.09,,0.139,0.182,3,1,26.4927,TESS
TOI-5126 b,TOI-5126,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6150.0,0.18,,1.24,1.241,2,1,160.414,TESS
TOI-1136 g,TOI-1136,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5770.0,0.07,,1.022,0.968,6,1,84.5362,TESS
TOI-4860 b,TOI-4860,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3260.0,0.27,,0.34,0.358,1,1,80.1423,TESS
HD 6061 b,HD 6061,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5934.0,-0.05,,1.0269,1.0072,1,2,67.6203,TESS
TOI-5232 b,TOI-5232,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6500.0,-0.104,,1.389,1.785,1,1,609.388,TESS
TOI-2583 A b,TOI-2583 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5936.0,0.158,,1.215,1.477,1,2,566.189,TESS
L 98-59 b,L 98-59,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,3415.0,-0.46,77.5,0.2923,0.3155,5,1,10.6194,TESS
WASP-126 c,WASP-126,Transiting Exoplanet Survey Satellite (TESS),Transit Timing Variations,2019,5800.0,0.2068,,1.12,1.27,2,1,216.526,TESS
TOI-1130 c,TOI-1130,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,4360.0,0.11,25.6,0.745,0.697,2,1,58.2609,TESS
TOI-1516 b,TOI-1516,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,6520.0,-0.05,,1.14,1.14,1,1,247.054,TESS
TOI-150.01,TOI-150,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,6255.0,0.28,,1.351,1.526,1,1,336.267,TESS
TOI-332 b,TOI-332,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5251.0,0.256,35.6,0.88,0.87,1,1,222.852,TESS
TOI-5301 b,TOI-5301,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6240.0,0.03,,1.483,2.19,1,1,629.161,TESS
TOI-2447 b,TOI-2447,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5730.0,0.18,13.0,1.034,1.006,1,1,148.987,TESS
TOI-4137 b,TOI-4137,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,6202.0,0.182,,1.313,1.438,1,1,334.993,TESS
TOI-2096 c,TOI-2096,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3300.0,-0.03,,0.231,0.235,2,1,48.4809,TESS
NGTS-11 b,NGTS-11,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5050.0,0.22,,0.862,0.832,1,1,190.422,TESS
TOI-6034 b,TOI-6034,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3635.0,-0.09,,0.514,0.489,1,2,117.992,TESS
HD 183579 b,HD 183579,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5784.0,-0.038,24.8,0.996,0.96,1,1,57.2651,TESS
TOI-1260 b,TOI-1260,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,4227.0,-0.1,30.63,0.679,0.672,3,1,73.5977,TESS
TOI-1062 b,TOI-1062,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5328.0,0.14,21.8,0.94,0.84,2,1,82.1733,TESS
HD 219666 b,HD 219666,Transiting Exoplanet Survey Satellite (TESS),Transit,2018,5540.0,0.04,,1.02,1.059,1,1,94.1719,TESS
TOI-2046 b,TOI-2046,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,6250.0,-0.06,3.97,1.13,1.21,1,1,289.668,TESS
TOI-4463 A b,TOI-4463 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5640.0,0.25,,1.056,1.062,1,2,173.117,TESS
TOI-2145 b,TOI-2145,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6200.0,0.285,,1.7169,2.7505,1,1,224.731,TESS
TOI-2096 b,TOI-2096,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3300.0,-0.03,,0.231,0.235,2,1,48.4809,TESS
TOI-3135 b,TOI-3135,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5890.0,0.071,,1.044,0.985,1,1,221.673,TESS
TOI-2134 c,TOI-2134,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4580.0,0.12,45.78,0.744,0.709,2,1,22.6202,TESS
AU Mic c,AU Mic,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,3678.0,0.23,4.856,0.51,0.744,4,1,9.7221,TESS
TOI-1842 b,TOI-1842,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,6039.0,0.332,13.4,1.4643,2.032,1,1,223.465,TESS
HD 213885 b,HD 213885,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,5978.0,-0.04,18.58,1.068,1.1011,2,1,48.0883,TESS
TOI-1803 c,TOI-1803,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,4687.0,0.014,13.659,0.756,0.715,2,1,119.24,TESS
TOI-4773 b,TOI-4773,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6740.0,0.11,,1.452,1.55,1,1,492.888,TESS
TOI-2260 b,TOI-2260,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5534.0,0.22,8.45,0.99,0.94,1,1,101.251,TESS
TOI-500 b,TOI-500,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4440.0,0.12,,0.74,0.678,4,1,47.3924,TESS
HD 260655 c,HD 260655,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3803.0,-0.43,37.5,0.439,0.439,2,1,10.0055,TESS
TOI-3693 b,TOI-3693,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5321.0,0.071,,0.867,0.791,1,1,176.436,TESS
TOI-1408 c,TOI-1408,Transiting Exoplanet Survey Satellite (TESS),Transit Timing Variations,2024,6117.0,0.25,7.91,1.312,1.53,2,1,139.484,TESS
TOI-1685 b,TOI-1685,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,3575.0,0.3,18.66,0.454,0.4555,1,1,37.6153,TESS
TOI-1298 b,TOI-1298,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5752.0,0.397,,1.2187,1.4536,1,1,319.036,TESS
TOI-5634 A b,TOI-5634 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3896.0,-0.27,,0.556,0.54,1,2,306.144,TESS
TOI-2346 b,TOI-2346,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6480.0,-0.03,,1.271,1.38,1,1,437.484,TESS
HIP 9618 c,HIP 9618,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5649.0,-0.018,,0.942,0.9593,2,1,67.5478,TESS
TOI-269 b,TOI-269,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,3514.0,-0.29,,0.3917,0.398,1,1,57.0225,TESS
HD 202772 A b,HD 202772 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,6272.0,0.3,,1.72,2.591,1,2,161.498,TESS
TOI-5542 b,TOI-5542,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5700.0,-0.21,,0.89,1.058,1,1,348.849,TESS
TOI-480 b,TOI-480,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6174.0,0.164,,1.2793,1.4877,1,1,54.5306,TESS
TOI-5573 b,TOI-5573,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,3790.0,0.42,,0.619,0.594,1,1,186.562,TESS
TOI-1443 b,TOI-1443,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5224.0,-0.294,,0.7663,0.7511,1,1,85.8034,TESS
TOI-561 c,TOI-561,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5342.0,-0.41,,0.806,0.843,4,1,85.799,TESS
LTT 1445 A c,LTT 1445 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3340.0,-0.34,,0.257,0.265,2,3,6.86929,TESS
TOI-1782.02,TOI-1782,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4336.0,,,0.68,0.669,2,1,95.2649,TESS
TOI-1136 d,TOI-1136,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5770.0,0.07,,1.022,0.968,6,1,84.5362,TESS
HD 109833 b,HD 109833,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5881.0,-0.07,5.111,1.08,1.0,2,1,79.5561,TESS
TOI-1803 b,TOI-1803,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,4687.0,0.014,13.659,0.756,0.715,2,1,119.24,TESS
TOI-2485 b,TOI-2485,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6016.4,0.097,,1.163,1.72,1,1,397.953,TESS
HD 108236 b,HD 108236,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5660.0,-0.28,,0.869,0.877,5,1,64.5978,TESS
TOI-1758 b,TOI-1758,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5169.0,-0.02,,0.88,0.81,1,1,96.6215,TESS
TOI-700 d,TOI-700,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3459.0,-0.07,54.0,0.415,0.421,4,1,31.1265,TESS
HR 858 d,HR 858,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,6354.0,0.025,6.7,1.204,1.258,3,2,31.964,TESS
TOI-1135 b,TOI-1135,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5962.7,0.0,5.13,1.156039,1.15,1,1,114.048,TESS
TOI-270 b,TOI-270,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,3506.0,-0.17,,0.386,0.38,3,1,22.4793,TESS
TOI-2193 A b,TOI-2193 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5966.0,0.027,,1.082,1.248,1,2,337.064,TESS
DS Tuc A b,DS Tuc A,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,5428.0,0.0,2.85,1.01,0.964,1,2,44.0622,TESS
TOI-4479 b,TOI-4479,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3400.0,0.0,,0.452,0.451,1,1,80.6532,TESS
TOI-532 b,TOI-532,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,3927.0,0.338,,0.639,0.612,1,1,135.047,TESS
TOI-2411 b,TOI-2411,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4099.0,,,0.65,0.68,1,1,59.5362,TESS
TOI-411 b,HD 22946,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,6169.0,-0.08,,1.098,1.117,3,1,62.7792,TESS
HIP 67522 b,HIP 67522,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5675.0,0.0,1.418,1.22,1.38,2,1,127.28,TESS
TOI-4600 c,TOI-4600,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5170.0,0.16,,0.89,0.81,2,1,216.056,TESS
TOI-1272 b,TOI-1272,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5065.0,0.182,28.3,0.8772,0.7934,2,1,137.572,TESS
HD 86226 c,HD 86226,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5863.0,0.018,,1.019,1.053,2,1,45.683,TESS
TOI-1798.01,TOI-1798,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5165.0,0.073,,0.87,0.78,2,1,113.181,TESS
TOI-3464 b,TOI-3464,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6370.0,0.045,,1.363,1.56,1,1,597.774,TESS
HD 110113 b,HD 110113,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5732.0,0.14,20.8,0.997,0.968,2,1,106.307,TESS
TOI-3486 b,TOI-3486,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,4930.0,0.283,,0.837,0.788,1,1,154.715,TESS
TOI-3593 b,TOI-3593,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5550.0,0.384,,1.015,0.918,1,1,226.63,TESS
TOI-178 g,TOI-178,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,4316.0,-0.23,,0.65,0.651,6,1,62.699,TESS
TOI-2374 b,TOI-2374,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4802.0,0.15,50.2,0.75,0.69,1,1,134.655,TESS
TOI-954 b,TOI-954,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5710.0,0.215,,1.201,1.892,1,1,238.768,TESS
TOI-1855 b,TOI-1855,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5359.0,0.399,,0.987,1.041,1,1,176.833,TESS
TOI-1806.01,TOI-1806,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3272.0,,,0.392935,0.401575,1,1,55.5211,TESS
TOI-1820 b,TOI-1820,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5734.0,0.14,25.0,1.04,1.51,1,1,248.504,TESS
TOI-5398 c,TOI-5398,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6000.0,0.09,7.34,1.146,1.051,2,1,130.855,TESS
TOI-2497 b,TOI-2497,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,7360.0,0.094,,1.859,2.36,1,1,285.289,TESS
TOI-2818 b,TOI-2818,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5721.0,-0.02,,0.977,1.229,1,1,312.674,TESS
TOI-3362 b,TOI-3362,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,6532.0,0.017,,1.445,1.83,1,1,366.987,TESS
TOI-2128 b,TOI-2128,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5968.0,-0.07,,1.0251,1.1174,1,1,36.578,TESS
TOI-3321 b,TOI-3321,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5850.0,-0.103,,1.041,1.549,1,1,285.895,TESS
HIP 113103 c,HIP 113103,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4930.0,-0.1,9.92,0.761,0.742,2,1,46.2122,TESS
TOI-451 b,TOI-451,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5550.0,,5.1,0.95,0.879,3,2,123.739,TESS
TOI-2977 b,TOI-2977,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5691.0,0.013,,0.936,1.073,1,1,,TESS
TOI-4010 d,TOI-4010,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4960.0,0.37,37.7,0.88,0.83,4,1,177.504,TESS
TOI-784 b,HD 307842,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5558.0,-0.13,,0.91,0.907,1,1,64.5997,TESS
