pl_name,hostname,disc_facility,discoverymethod,disc_year,st_teff,st_met,st_rotp,st_mass,st_rad,sy_pnum,sy_snum,sy_dist,survey
TOI-6054.02,TOI-6054,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6047.0,-0.07,,1.107,1.662,2,1,79.407,TESS
TOI-561 d,TOI-561,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5342.0,-0.41,,0.806,0.843,4,1,85.799,TESS
TOI-6109 c,TOI-6109,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5660.0,0.0895,3.02,1.03,1.021,2,1,151.738,TESS
TOI-1064 b,TOI-1064,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4734.0,0.05,,0.748,0.726,2,1,68.0726,TESS
TOI-178 c,TOI-178,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,4316.0,-0.23,,0.65,0.651,6,1,62.699,TESS
TOI-1136 e,TOI-1136,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5770.0,0.07,,1.022,0.968,6,1,84.5362,TESS
TOI-1736 b,TOI-1736,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5636.0,0.148,28.0,1.0373,1.4286,2,1,88.9482,TESS
TOI-5174 b,TOI-5174,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5643.77,0.415,,1.0,1.09457,1,1,197.243,TESS
TOI-540 b,TOI-540,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3216.0,,0.7261,0.159,0.1895,1,1,14.0022,TESS
TOI-1136 f,TOI-1136,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5770.0,0.07,,1.022,0.968,6,1,84.5362,TESS
TOI-1468 c,TOI-1468,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3376.0,-0.01,42.5,0.3527,0.3714,2,1,24.7399,TESS
TOI-1438 c,TOI-1438,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5230.0,0.03,,0.876,0.82,2,1,110.513,TESS
HD 109833 c,HD 109833,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5881.0,-0.07,5.111,1.08,1.0,2,1,79.5561,TESS
TOI-2714 b,TOI-2714,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5665.0,0.3,18.1,1.07,1.25,1,1,597.873,TESS
HIP 67522 c,HIP 67522,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5675.0,0.0,1.418,1.22,1.38,2,1,127.28,TESS
TOI-1472 b,TOI-1472,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5133.0,0.287,,0.9154,0.8377,1,1,121.84,TESS
TOI-125 c,TOI-125,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,5320.0,-0.02,,0.859,0.848,3,1,111.059,TESS
TOI-1669 c,TOI-1669,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5497.0,0.274,,0.9867,1.0561,2,1,111.276,TESS
TOI-3714 b,TOI-3714,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3660.0,0.1,23.3,0.53,0.51,1,2,112.71,TESS
TOI-778 b,TOI-778,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6643.0,0.0,2.584,1.4,1.71,1,1,161.743,TESS
TOI-3785 b,TOI-3785,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3576.0,0.099,,0.52,0.5,1,1,79.7634,TESS
TOI-244 b,TOI-244,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3433.0,-0.39,53.3,0.428,0.426,1,1,22.0337,TESS
TOI-2416 b,TOI-2416,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5808.0,0.32,,1.118,1.236,1,1,557.733,TESS
TOI-3523 A b,TOI-3523 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6450.0,-0.366,,1.131,1.448,1,3,645.294,TESS
TOI-5344 b,TOI-5344,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3747.0,0.425,,0.612,0.588,1,1,138.367,TESS
TOI-2382 b,TOI-2382,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6033.0,0.249,,1.26,1.417,1,1,434.92,TESS
TOI-2010 b,TOI-2010,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5929.0,0.168,,1.112,1.079,1,1,109.19,TESS
TOI-1442 b,TOI-1442,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3330.0,,,0.29,0.31,1,1,41.1659,TESS
TOI-1453 c,TOI-1453,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,4975.0,-0.31,,0.715,0.72,2,2,78.7415,TESS
TIC 279401253 b,TIC 279401253,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5951.0,0.2,,1.13,1.06,2,1,285.584,TESS
HD 15906 c,HD 15906,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4757.0,0.02,,0.79,0.762,2,1,45.5621,TESS
TOI-6109 b,TOI-6109,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5660.0,0.0895,3.02,1.03,1.021,2,1,151.738,TESS
TOI-871 b,TOI-871,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4929.0,-0.07,,0.758,0.719,1,1,68.0473,TESS
TOI-1238 c,TOI-1238,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4089.0,0.31,40.0,0.59,0.58,2,1,70.7145,TESS
TOI-2986 b,TOI-2986,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5906.0,0.095,,1.122,1.458,1,1,563.149,TESS
TOI-700 e,TOI-700,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3459.0,-0.07,54.0,0.415,0.421,4,1,31.1265,TESS
TOI-4638.01,TOI-4638,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5700.0,,,1.02,0.895,1,1,168.248,TESS
GJ 1252 b,GJ 1252,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3458.0,0.1,64.0,0.381,0.391,1,1,20.373,TESS
TOI-5678 b,TOI-5678,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5485.0,0.0,,0.905,0.938,1,1,165.393,TESS
LHS 475 b,LHS 475,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3300.0,,79.32,0.262,0.2789,1,1,12.4814,TESS
TOI-2196 b,TOI-2196,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5634.0,0.14,,1.032,1.043,1,1,259.947,TESS
TOI-1411 b,TOI-1411,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4115.0,0.012,,0.6045,0.614,1,1,32.4778,TESS
TOI-3023 b,TOI-3023,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5760.0,0.085,,1.12,1.668,1,1,389.916,TESS
TIC 434398831 b,TIC 434398831,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5638.0,-0.081,1.75,0.992,0.909,2,1,217.011,TESS
TOI-1811 b,TOI-1811,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4766.0,0.306,,0.817,0.769,1,1,128.23,TESS
TIC 393818343 b,TIC 393818343,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5756.0,0.318,,1.082,1.086,1,2,93.7345,TESS
TOI-2641 b,TOI-2641,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6100.0,-0.15,35.6,1.16,1.336,1,1,344.045,TESS
TOI-1994 b,TOI-1994,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,7700.0,-0.01,,1.86,2.3,1,1,515.603,TESS
TOI-3682 b,TOI-3682,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5703.0,0.416,,1.32,1.735,1,1,404.211,TESS
TOI-733 b,TOI-733,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5585.0,-0.04,,0.956,0.949,1,1,75.2092,TESS
TOI-2257 b,TOI-2257,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,3430.0,-0.27,,0.328,0.313,1,1,57.7911,TESS
TOI-6008 b,TOI-6008,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3075.0,0.3,,0.23,0.242,1,1,23.1008,TESS
HD 42813 b,HD 42813,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5289.0,0.24,40.0,0.901,0.98,3,1,68.192,TESS
TOI-3757 b,TOI-3757,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3913.0,0.0,,0.64,0.62,1,1,181.139,TESS
TOI-3980 b,TOI-3980,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5840.0,0.188,,1.24,1.626,1,1,486.721,TESS
TOI-1266 d,TOI-1266,Transiting Exoplanet Survey Satellite (TESS),Transit Timing Variations,2025,3563.0,-0.109,44.6,0.437,0.4232,3,1,36.0118,TESS
TOI-4127 b,TOI-4127,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6096.0,0.14,,1.23,1.293,1,1,319.632,TESS
TOI-1438 b,TOI-1438,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5230.0,0.03,,0.876,0.82,2,1,110.513,TESS
TOI-815 b,TOI-815,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4869.0,-0.09,15.3,0.776,0.77,2,2,59.7117,TESS
TOI-1231 b,TOI-1231,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,3553.0,0.041,,0.485,0.476,1,1,27.6227,TESS
TOI-2154 b,TOI-2154,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6280.0,0.011,,1.233,1.396,1,1,296.46,TESS
TOI-1468 b,TOI-1468,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3376.0,-0.01,42.5,0.3527,0.3714,2,1,24.7399,TESS
TIC 434398831 c,TIC 434398831,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5638.0,-0.081,1.75,0.992,0.909,2,1,217.011,TESS
TOI-3082 b,TOI-3082,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4263.0,0.17,,0.664,0.6847,1,1,113.048,TESS
WD 1856+534 b,WD 1856+534,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,4710.0,,,0.518,0.0131,1,3,24.7359,TESS
TOI-5027 b,TOI-5027,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5909.0,-0.15,,1.02,0.92,1,1,204.429,TESS
TOI-5181 A b,TOI-5181 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6060.0,0.208,,1.25,1.53,1,2,480.155,TESS
TOI-1772.01,TOI-1772,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5583.0,0.1282,,0.99,0.995,1,1,97.7562,TESS
TOI-2285 b,TOI-2285,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,3491.0,-0.05,,0.454,0.464,1,1,42.409,TESS
TOI-6303 b,TOI-6303,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,3977.0,0.44,,0.644,0.609,1,1,152.219,TESS
TOI-1180 b,TOI-1180,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4738.0,0.067,,0.75,0.73,1,1,72.0238,TESS
TOI-4994 b,TOI-4994,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5640.0,0.165,,1.005,1.055,1,1,329.304,TESS
LTT 3780 b,LTT 3780,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3358.0,0.06,104.0,0.381,0.38,2,2,21.9814,TESS
TOI-3919 b,TOI-3919,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6100.0,0.175,,1.208,1.319,1,1,604.591,TESS
TOI-1452 b,TOI-1452,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3185.0,-0.07,,0.249,0.275,1,2,30.5212,TESS
TOI-1136 b,TOI-1136,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5770.0,0.07,,1.022,0.968,6,1,84.5362,TESS
TOI-2537 b,TOI-2537,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4870.0,0.08,19.0,0.771,0.771,2,1,184.986,TESS
L 98-59 c,L 98-59,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,3415.0,-0.46,77.5,0.2923,0.3155,5,1,10.6194,TESS
LHS 1815 b,LHS 1815,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3643.0,-0.12,47.8,0.502,0.501,1,1,29.8424,TESS
TOI-6223 b,TOI-6223,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,3895.0,-0.12,,0.582,0.576,1,1,133.122,TESS
L 98-59 d,L 98-59,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,3415.0,-0.46,77.5,0.2923,0.3155,5,1,10.6194,TESS
TOI-1448 b,TOI-1448,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3412.0,0.37,42.28,0.372,0.38,1,1,73.3345,TESS
TOI-5350 b,TOI-5350,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6220.0,0.044,,1.167,1.263,1,1,277.419,TESS
L 168-9 b,L 168-9,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3842.0,-0.03,29.0,0.614,0.604,1,1,25.1496,TESS
TOI-7149 b,TOI-7149,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,3363.0,-0.08,,0.344,0.351,1,1,126.126,TESS
TOI-3976 A b,TOI-3976 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5975.0,0.182,,1.254,1.501,1,2,516.087,TESS
LTT 9779 b,LTT 9779,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5443.0,0.27,45.0,1.02,0.949,1,1,80.4373,TESS
TOI-763 b,TOI-763,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5450.0,0.01,27.0,0.917,0.897,2,1,95.1274,TESS
TOI-4602.01,TOI-4602,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6011.9,,,1.116795,1.15664,1,1,63.0637,TESS
TOI-178 d,TOI-178,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,4316.0,-0.23,,0.65,0.651,6,1,62.699,TESS
TOI-1439 b,TOI-1439,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5841.0,0.226,,1.2313,1.6184,1,1,230.306,TESS
TOI-3493 b,TOI-3493,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5844.0,0.03,37.4,1.023,1.228,1,1,96.7224,TESS
TOI-2567 b,TOI-2567,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5611.0,0.241,,1.13,1.686,1,1,504.775,TESS
TOI-5726.01,TOI-5726,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5874.0,,,1.06,1.106,1,1,108.848,TESS
Wolf 327 b,Wolf 327,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3542.0,-0.17,44.4,0.405,0.406,1,1,28.5321,TESS
HD 191939 d,HD 191939,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5348.0,-0.15,,0.81,0.94,6,1,53.6089,TESS
TOI-2445 b,TOI-2445,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3333.0,,,0.25,0.27,1,1,48.582,TESS
TOI-6478 b,TOI-6478,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,3230.0,-0.53,,0.23,0.234,1,2,38.6057,TESS
TOI-1246 b,TOI-1246,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5151.0,0.17,38.0,0.87,0.86,4,1,169.422,TESS
TOI-3837 b,TOI-3837,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5905.0,-0.26,,0.89,1.2,1,1,311.705,TESS
TOI-849 b,TOI-849,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5257.0,0.19,,0.97,0.97,1,1,225.734,TESS
TOI-1266 c,TOI-1266,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3563.0,-0.109,44.6,0.437,0.4232,3,1,36.0118,TESS
TOI-1386 b,TOI-1386,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5735.0,0.149,,1.0363,1.0235,2,1,146.858,TESS
TOI-1749 c,TOI-1749,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,3985.0,-0.26,,0.58,0.55,3,1,99.5561,TESS
TOI-4734 b,TOI-4734,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6070.0,0.288,,1.391,1.857,1,1,563.068,TESS
TOI-2842 b,TOI-2842,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5910.0,0.233,,1.135,1.265,1,1,460.995,TESS
TOI-836 b,TOI-836,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4552.0,-0.284,21.987,0.678,0.665,2,1,27.5024,TESS
LP 791-18 b,LP 791-18,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,2960.0,-0.09,,0.139,0.182,3,1,26.4927,TESS
HD 93963 A c,HD 93963 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5908.0,0.11,12.8,1.0844,1.0311,2,2,82.3432,TESS
TOI-620 b,TOI-620,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3708.0,0.35,8.99,0.577,0.55,1,1,33.0231,TESS
TOI-2886 b,TOI-2886,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6240.0,0.284,,1.229,1.241,1,1,413.673,TESS
TOI-6894 b,TOI-6894,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,3007.0,0.142,,0.207,0.2276,1,1,73.8131,TESS
TOI-1224 b,TOI-1224,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3326.0,,1.23,0.4,0.404,2,1,37.3312,TESS
TOI-1246 d,TOI-1246,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5213.0,0.168,38.0,0.8889,0.8649,4,1,169.422,TESS
TOI-654.01,TOI-654,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3521.0,0.12,,0.419,0.43,1,1,57.7553,TESS
HD 73583 c,HD 73583,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4511.0,0.0,12.2,0.73,0.65,2,1,31.5666,TESS
TOI-1184 b,TOI-1184,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4534.0,0.017,,0.71,0.69,1,1,58.5946,TESS
TOI-2031 A b,TOI-2031 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6490.0,-0.24,,1.174,1.241,1,2,276.105,TESS
HD 15337 c,HD 15337,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,5131.0,0.03,36.528,0.829,0.855,2,1,44.8155,TESS
TOI-1744.01,TOI-1744,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6179.0,,,1.18,1.14,1,1,114.39,TESS
TOI-4377 b,TOI-4377,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4974.0,0.205,,1.36,3.52,1,1,455.82,TESS
TOI-858 B b,TOI-858 B,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5842.0,0.153,,1.081,1.308,1,2,250.489,TESS
HD 23472 d,HD 23472,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4684.0,-0.2,40.1,0.67,0.71,5,1,39.0341,TESS
TOI-1296 b,TOI-1296,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5567.0,0.405,,1.1576,1.7031,1,1,323.265,TESS
TOI-3807 b,TOI-3807,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5772.0,0.278,,1.181,1.468,1,1,421.745,TESS
HD 191939 c,HD 191939,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5348.0,-0.15,,0.81,0.94,6,1,53.6089,TESS
TOI-1759 b,TOI-1759,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4065.0,0.05,35.65,0.606,0.597,1,1,40.0654,TESS
TOI-2796 b,TOI-2796,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5764.0,0.239,,1.063,1.069,1,1,350.343,TESS
TOI-5110 b,TOI-5110,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6160.0,0.065,14.0,1.469,2.333,1,1,392.259,TESS
TOI-1410.01,TOI-1410,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4635.0,0.328,,0.7941,0.7558,2,1,72.7512,TESS
NGTS-31 b,NGTS-31,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5710.0,0.0,,0.96,1.7,1,1,497.376,TESS
TOI-3984 A b,TOI-3984 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3476.0,0.18,50.0,0.49,0.47,1,2,108.883,TESS
TOI-2525 c,TOI-2525,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5096.0,0.14,,0.849,0.785,2,1,395.398,TESS
TOI-1248 b,TOI-1248,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5205.0,0.223,,0.9042,0.8686,1,1,168.735,TESS
TOI-6695 b,TOI-6695,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6400.0,0.2,,1.338,1.517,2,1,282.536,TESS
TOI-3364 b,TOI-3364,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5706.0,0.387,,1.186,1.419,1,1,277.899,TESS
HD 207496 b,HD 207496,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4819.0,0.095,12.36,0.8,0.769,1,1,23.606,TESS
LHS 1678 d,LHS 1678,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3490.0,,64.0,0.345,0.329,3,2,19.8782,TESS
TOI-1776 b,TOI-1776,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5785.0,-0.193,,0.9196,0.9356,1,1,44.647,TESS
TOI-1347 c,TOI-1347,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5464.0,0.04,16.1,0.913,0.83,2,1,147.476,TESS
TOI-2525 b,TOI-2525,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5096.0,0.14,,0.849,0.785,2,1,395.398,TESS
TOI-1768.01,TOI-1768,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5994.0,,,1.1,1.1,1,1,157.597,TESS
TOI-1782.01,TOI-1782,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4336.0,,,0.68,0.669,2,1,95.2649,TESS
HR 858 b,HR 858,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,6354.0,0.025,6.7,1.204,1.258,3,2,31.964,TESS
TOI-5005 b,TOI-5005,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5749.0,0.15,21.01,0.97,0.93,1,1,207.891,TESS
TOI-5319 b,TOI-5319,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3580.0,,,0.5,0.485,1,1,61.171,TESS
HD 63433 c,HD 63433,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5634.0,0.079,6.45,0.9883,0.9169,3,1,22.4035,TESS
TOI-4155 b,TOI-4155,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5724.0,0.11,,1.16,0.95,1,1,240.737,TESS
TOI-128.01,TOI-128,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6086.0,,,0.851969,1.13,1,1,68.4727,TESS
HD 221416 b,HD 221416,Transiting Exoplanet Survey Satellite (TESS),Transit,2019,5080.0,-0.08,,1.212,2.943,1,1,95.5483,TESS
TOI-2095 b,TOI-2095,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3759.0,-0.24,40.0,0.44,0.44,2,1,41.9176,TESS
TOI-2000 b,TOI-2000,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5611.0,0.439,,1.082,1.134,2,1,175.713,TESS
HD 135694 b,HD 135694,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5712.0,-0.121,,1.02,1.08,1,1,73.8713,TESS
TIC 237913194 b,TIC 237913194,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,5788.0,0.14,,1.026,1.088,1,1,306.063,TESS
WASP-84 c,WASP-84,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5280.0,0.0,14.36,0.853,0.768,2,1,100.588,TESS
TOI-2368 b,TOI-2368,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5360.0,0.1,,0.897,0.846,1,1,210.915,TESS
TOI-776 c,TOI-776,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,3725.0,-0.21,21.13,0.542,0.547,2,1,27.1701,TESS
TOI-4336 A b,TOI-4336 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3298.0,-0.209,,0.331,0.328,1,3,22.5455,TESS
TOI-3331 A b,TOI-3331 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5609.0,0.148,,1.016,0.952,1,2,217.193,TESS
TOI-1789 b,TOI-1789,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,5991.0,0.373,15.7,1.507,2.168,1,1,229.067,TESS
HIP 8152 c,HIP 8152,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5618.0,0.007,,0.9373,0.9603,2,1,101.694,TESS
TOI-942 c,TOI-942,Transiting Exoplanet Survey Satellite (TESS),Transit,2020,4969.0,-0.221,3.39,0.822,0.894,2,1,152.601,TESS
TOI-286 c,TOI-286,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,5152.0,-0.05,36.0,0.832,0.78,2,1,59.2293,TESS
TOI-3474 b,TOI-3474,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6020.0,0.146,,1.121,1.256,1,1,420.123,TESS
TOI-2081 b,TOI-2081,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,3800.0,-0.5,,0.54,0.534,1,1,62.3446,TESS
HD 152843 b,HD 152843,Transiting Exoplanet Survey Satellite (TESS),Transit,2021,6310.0,-0.16,,1.15,1.43,2,1,107.898,TESS
TOI-4329 b,TOI-4329,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,6000.0,0.29,,1.538,2.31,1,1,717.128,TESS
HD 25463 c,HD 25463,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,6353.0,-0.018,,1.251,1.4182,2,1,45.6181,TESS
TOI-2379 b,TOI-2379,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3707.0,0.501,,0.645,0.622,1,1,211.247,TESS
TOI-4145 A b,TOI-4145 A,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5281.0,0.168,,0.905,0.859,1,2,205.387,TESS
TOI-1680 b,TOI-1680,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,3225.0,0.04,,0.1798,0.2106,1,1,37.2209,TESS
TOI-3568 b,TOI-3568,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,4969.0,-0.01,,0.78,0.719,1,1,197.906,TESS
TOI-5704 b,TOI-5704,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,4590.0,0.428,,0.73,0.7575,1,1,89.637,TESS
TOI-2076 e,TOI-2076,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5192.0,0.02,7.21,0.8557,0.796,4,1,41.9091,TESS
TOI-5786 b,TOI-5786,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,6235.0,0.08,,1.23,1.36,1,2,192.475,TESS
HD 63433 d,HD 63433,Transiting Exoplanet Survey Satellite (TESS),Transit,2023,5688.0,0.03,6.4,0.99,0.912,3,1,22.4035,TESS
TOI-6029 b,TOI-6029,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,6223.0,0.37,,1.548,2.338,1,1,603.119,TESS
TOI-2570 b,TOI-2570,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,5771.0,0.191,,1.063,1.095,1,1,361.857,TESS
TOI-512 b,TOI-512,Transiting Exoplanet Survey Satellite (TESS),Transit,2025,5277.0,-0.11,,0.74,0.89,1,1,67.3975,TESS
TOI-663 c,TOI-663,Transiting Exoplanet Survey Satellite (TESS),Transit,2024,3681.0,0.07,30.0,0.514,0.512,3,1,64.2308,TESS
TOI-1064 c,TOI-1064,Transiting Exoplanet Survey Satellite (TESS),Transit,2022,4734.0,0.05,,0.748,0.726,2,1,68.0726,TESS
