hostname,st_teff,st_met,st_mass,st_rad,sy_dist,disc_year,discoverymethod,mission,sy_dist_ly,st_mass_kg,st_rad_m,planet_count,metallicity_class,spectral_type,last_updated,st_teff_norm,st_met_norm,st_mass_norm,st_rad_norm,planet_occurrence_class
Kepler-278,4965.0,0.22,1.227,2.861,443.03,2014,Transit,Kepler,1444.9689267999995,2.4398894999999998e+30,1990397700.0,2,solar,K,2025-10-29 17:25:48,-0.45077678307445485,1.2455047688869971,1.175565302275806,4.3376436623145915,few
Kepler-615,4655.0,-0.07,0.73,0.69,330.0,2016,Transit,Kepler,1076.3148,1.451605e+30,480033000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.733573178930216,-0.5628224745518239,-0.882750000783113,-0.7659408660039339,single
Kepler-1226,5923.0,-0.08,1.02,1.02,1125.72,2016,Transit,Kepler,3671.6033232,2.0282700000000003e+30,709614000.0,1,sub-solar,G,2025-10-29 17:25:48,0.4231553047636718,-0.6251785863945418,0.31827904929150763,0.009822788692111072,single
Kepler-560,3556.0,-0.39,0.34,0.33,109.308,2016,Transit,Kepler,356.51460048,6.760900000000001e+29,229581000.0,1,sub-solar,M,2025-10-29 17:25:48,-1.736132014560802,-2.558218053518799,-2.4979269991593265,-1.6122284893087098,single
Kepler-1638,5710.0,-0.01,0.97,0.95,1525.52,2016,Transit,Kepler,4975.5750112,1.928845e+30,660915000.0,1,sub-solar,G,2025-10-29 17:25:48,0.2288468134176165,-0.18868580349551606,0.11120507514071079,-0.15473313806159555,single
Kepler-1048,4651.0,0.01,0.75,0.7,556.006,2016,Transit,Kepler,1813.44692936,1.491375e+30,486990000.0,1,solar,K,2025-10-29 17:25:48,-0.7372221646831936,-0.06397357981008012,-0.7999204111227943,-0.7424328764676901,single
Kepler-1254,4985.0,-0.1,0.78,0.75,622.818,2016,Transit,Kepler,2031.35827608,1.55103e+30,521775000.0,3,sub-solar,K,2025-10-29 17:25:48,-0.43253185430956703,-0.7498908100799778,-0.6756760266323162,-0.6248929287864711,few
Kepler-752,5373.0,-0.08,0.87,0.83,1232.29,2016,Transit,Kepler,4019.1877724,1.7299949999999998e+30,577431000.0,1,sub-solar,G,2025-10-29 17:25:48,-0.07858023627074329,-0.6251785863945418,-0.30294287316088236,-0.4368290124965209,single
Kepler-1692,5146.0,0.36,0.87,0.866139,591.019,2020,Transit,Kepler,1927.64392964,1.7299949999999998e+30,602572902.3,1,solar,K,2025-10-29 17:25:48,-0.28566017775222,2.1184903346850485,-0.30294287316088236,-0.35187348911148947,single
Kepler-1422,6194.0,0.0,1.15,1.23,2465.84,2016,Transit,Kepler,8042.4851104,2.286775e+30,855711000.0,1,sub-solar,F,2025-10-29 17:25:48,0.6703740895279018,-0.1263296916527981,0.8566713820835784,0.5034905689532304,single
Kepler-1094,6112.0,0.06,1.14,1.21,1291.01,2016,Transit,Kepler,4210.706575599999,2.26689e+30,841797000.0,1,solar,F,2025-10-29 17:25:48,0.5955698815918617,0.2478069794035097,0.8152565872534191,0.4564745898807428,single
Kepler-148,5272.0,0.14,0.86,0.851,791.163,2014,Transit,Kepler,2580.42559428,1.7101099999999998e+30,592040700.0,3,solar,G,2025-10-29 17:25:48,-0.17071712653342677,0.7466558741452535,-0.3443576679910418,-0.38746223447040895,few
Kepler-1760,5229.0,0.08,0.821,0.903,623.901,2021,Transit,Kepler,2034.89054556,1.6325584999999998e+30,628217100.0,1,solar,G,2025-10-29 17:25:48,-0.2099437233779356,0.37251920308894565,-0.5058753678286633,-0.26522068888194117,single
Kepler-6,5647.0,0.34,1.209,1.391,587.039,2009,Transit,Kepler,1914.66292084,2.4040965e+30,967718700.0,1,solar,G,2025-10-29 17:25:48,0.17137528780821987,1.9937781109996129,1.1010186715815191,0.8819692004867554,single
Kepler-1756,4915.0,0.16,0.781,0.812,623.901,2021,Transit,Kepler,2034.89054556,1.5530184999999998e+30,564908400.0,1,solar,K,2025-10-29 17:25:48,-0.4963891049866744,0.8713680978306894,-0.6715345471493003,-0.4791433936617595,single
Kepler-954,4990.0,0.02,0.82,0.76,215.814,2016,Transit,Kepler,703.89030984,1.6305699999999998e+30,528732000.0,1,solar,K,2025-10-29 17:25:48,-0.4279706221183451,-0.001617467967362149,-0.5100168473116792,-0.6013849392502273,single
Kepler-1388,4098.0,0.02,0.63,0.61,453.795,2016,Transit,Kepler,1480.0796202,1.252755e+30,424377000.0,4,solar,K,2025-10-29 17:25:48,-1.241694445032342,-0.001617467967362149,-1.2968979490847061,-0.9540047822938841,many
Kepler-299,5617.0,0.12,1.004,1.032,1052.24,2014,Transit,Kepler,3431.9438944,1.996454e+30,717962400.0,4,solar,G,2025-10-29 17:25:48,0.14400789466088815,0.6219436504598175,0.25201537756325265,0.03803237613560364,many
Kepler-1064,5153.0,0.0,0.85,0.79,374.0,2016,Transit,Kepler,1219.82344,1.6902249999999998e+30,549603000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.2792744526845093,-0.1263296916527981,-0.38577246282120115,-0.5308609706414958,single
Kepler-416,5718.0,0.1259,1.0,1.075,690.819,2014,Transit Timing Variations,Kepler,2253.14761764,1.9885e+30,747877500.0,3,solar,G,2025-10-29 17:25:48,0.23614478492357163,0.6587337564470211,0.23544945963118888,0.13911673114145173,few
Kepler-1567,5655.0,-0.03,0.95,0.93,1206.11,2016,Transit,Kepler,3933.8001316,1.889075e+30,647001000.0,1,sub-solar,G,2025-10-29 17:25:48,0.178673259314175,-0.313398027180952,0.028375485480392065,-0.2017491171340829,single
Kepler-228,6043.0,0.18,1.006,1.014,1644.61,2014,Transit,Kepler,5363.994191599999,2.000431e+30,705439800.0,3,solar,F,2025-10-29 17:25:48,0.5326248773529987,0.9960803215161252,0.2602983365292845,-0.004282005029635209,few
Kepler-290,5147.0,-0.1,0.756,0.743,694.627,2014,Transit,Kepler,2265.56763812,1.503306e+30,516905100.0,3,sub-solar,K,2025-10-29 17:25:48,-0.28474793131397563,-0.7498908100799778,-0.7750715342246987,-0.6413485214618417,few
Kepler-766,5992.0,0.09,1.1,1.15,2297.62,2016,Transit,Kepler,7493.825487199999,2.18735e+30,800054999.9999999,1,solar,G,2025-10-29 17:25:48,0.48610030900253476,0.4348753149316636,0.6495974079327825,0.31542665266328,single
Kepler-1212,6051.0,0.03,1.1,1.15,1316.57,2016,Transit,Kepler,4294.072049199999,2.18735e+30,800054999.9999999,1,solar,F,2025-10-29 17:25:48,0.5399228488589538,0.060738643875355804,0.6495974079327825,0.31542665266328,single
Kepler-857,5773.0,0.02,0.99,0.99,983.502,2016,Transit,Kepler,3207.75078312,1.968615e+30,688743000.0,1,solar,G,2025-10-29 17:25:48,0.28631833902701315,-0.001617467967362149,0.19403466480102952,-0.060701179916620336,single
Kepler-1626,6826.0,0.04,1.51,1.85,1368.83,2016,Transit,Kepler,4464.521174799999,3.002635e+30,1287045000.0,1,solar,F,2025-10-29 17:25:48,1.246913838498357,0.12309475571807378,2.3476039959693145,1.9609859202003452,single
Kepler-373,5787.0,0.14,0.981,0.845,1090.45,2014,Transit,Kepler,3556.568102,1.9507184999999997e+30,587866500.0,2,solar,G,2025-10-29 17:25:48,0.2990897891624346,0.7466558741452535,0.1567613494538861,-0.40156702819215523,few
Kepler-1336,5512.0,0.05,0.94,1.3,1126.64,2016,Transit,Kepler,3674.6039584,1.8691900000000002e+30,904410000.0,2,solar,G,2025-10-29 17:25:48,0.04822201864522707,0.18545086756079177,-0.013039309349767299,0.6680464957069371,few
Kepler-872,5902.0,0.04,1.05,1.08,879.683,2016,Transit,Kepler,2869.13888548,2.087925e+30,751356000.0,1,solar,G,2025-10-29 17:25:48,0.4039981295605396,0.12309475571807378,0.4425234337819857,0.1508707259095739,single
Kepler-1656,5569.0,0.19,1.03,1.1,185.875,2018,Transit,Kepler,606.2424649999999,2.048155e+30,765270000.0000001,1,solar,G,2025-10-29 17:25:48,0.10022006562515737,1.0584364333588432,0.359693844121667,0.19788670498206148,single
Kepler-1406,5892.0,0.04,1.05,1.12,572.403,2016,Transit,Kepler,1866.92672868,2.087925e+30,779184000.0000001,1,solar,G,2025-10-29 17:25:48,0.3948756651780957,0.12309475571807378,0.4425234337819857,0.2449026840545491,single
Kepler-208,6092.0,-0.0423,1.082,1.314,775.328,2014,Transit,Kepler,2528.77879168,2.151557e+30,914149800.0,4,sub-solar,F,2025-10-29 17:25:48,0.5773249528269739,-0.3900960447474951,0.5750507772384956,0.7009576810576783,many
Kepler-758,6228.0,-0.1,1.16,1.42,1502.32,2016,Transit,Kepler,4899.9068192,2.3066600000000001e+30,987894000.0,4,sub-solar,F,2025-10-29 17:25:48,0.7013904684282111,-0.7498908100799778,0.8980861769137378,0.9501423701418622,many
Kepler-675,4945.0,-0.05,0.79,0.75,665.68,2016,Transit,Kepler,2171.1552608,1.570915e+30,521775000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.46902171183934266,-0.43811025086638794,-0.6342612318021569,-0.6248929287864711,single
Kepler-77,5520.0,0.2,0.95,0.99,639.411,2013,Transit,Kepler,2085.4773411599995,1.889075e+30,688743000.0,1,solar,G,2025-10-29 17:25:48,0.055519990151182204,1.1207925452015612,0.028375485480392065,-0.060701179916620336,single
Kepler-1146,4692.0,-0.06,0.74,0.7,703.038,2016,Transit,Kepler,2293.00061928,1.4714900000000002e+30,486990000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.6998200607151736,-0.5004663627091058,-0.8413352059529536,-0.7424328764676901,single
Kepler-679,5403.0,-0.09,0.87,0.84,922.244,2016,Transit,Kepler,3007.95414064,1.7299949999999998e+30,584388000.0,1,sub-solar,G,2025-10-29 17:25:48,-0.05121284312341155,-0.6875346982372598,-0.30294287316088236,-0.4133210229602771,single
Kepler-1682,5619.12,-0.048,0.99,0.842301,1159.85,2020,Transit,Kepler,3782.920366,1.968615e+30,585988805.6999999,1,sub-solar,G,2025-10-29 17:25:48,0.14594185710996616,-0.4256390284978443,0.19403466480102952,-0.4079118345679874,single
Kepler-1907,5159.0,-0.16,0.752,0.8,292.111,2021,Transit,Kepler,952.73755316,1.495352e+30,556560000.0,2,sub-solar,K,2025-10-29 17:25:48,-0.27380097405504294,-1.1240274811362856,-0.7916374521567624,-0.5073529811052521,few
Kepler-1643,4916.0,-0.01,0.845,0.855,341.774,2016,Transit,Kepler,1114.71640744,1.6802824999999998e+30,594823500.0,1,sub-solar,K,2025-10-29 17:25:48,-0.49547685854843,-0.18868580349551606,-0.4064798602362808,-0.3780590386559114,single
Kepler-996,6014.0,0.03,1.09,1.14,1216.58,2016,Transit,Kepler,3967.9486648,2.167465e+30,793097999.9999999,1,solar,F,2025-10-29 17:25:48,0.5061697306439114,0.060738643875355804,0.6081826131026231,0.2919186631270362,single
Kepler-174,4880.0,-0.56,0.602,0.622,384.757,2014,Transit,Kepler,1254.9080409199998,1.197077e+30,432725400.0,3,low,K,2025-10-29 17:25:48,-0.5283177303252281,-3.618271954845004,-1.4128593746091525,-0.9257951948503915,few
Kepler-1969,6046.0,0.07,1.111,1.007,1204.54,2021,Transit,Kepler,3928.6794824,2.2092235e+30,700569899.9999999,1,solar,F,2025-10-29 17:25:48,0.5353616166677319,0.3101630912462277,0.6951536822459574,-0.020737597705006133,single
Kepler-282,5656.0,-0.2,0.97,0.89,1337.61,2013,Transit,Kepler,4362.6952716,1.928845e+30,619173000.0,4,sub-solar,G,2025-10-29 17:25:48,0.17958550575241938,-1.3734519285071574,0.11120507514071079,-0.2957810752790581,many
Kepler-1963,5726.0,-0.1,0.915,0.979,492.847,2021,Transit,Kepler,1607.4500613199998,1.8194775e+30,681090300.0,1,sub-solar,G,2025-10-29 17:25:48,0.24344275642952676,-0.7498908100799778,-0.11657629642516525,-0.08655996840648852,single
Kepler-360,6053.0,0.15,0.994,1.058,876.044,2014,Transit,Kepler,2857.27006864,1.976569e+30,736050600.0,2,solar,F,2025-10-29 17:25:48,0.5417473417354426,0.8090119859879714,0.21060058273309326,0.09915314892983752,few
Kepler-426,5725.0,-0.21,0.91,0.92,843.695,2014,Transit,Kepler,2751.7618642,1.809535e+30,640044000.0,1,sub-solar,G,2025-10-29 17:25:48,0.24253050999128237,-1.4358080403498754,-0.13728369384024494,-0.2252571066703267,single
Kepler-1834,4821.0,0.16,0.765,0.788,500.395,2021,Transit,Kepler,1632.0683161999998,1.5212025e+30,548211600.0,2,solar,K,2025-10-29 17:25:48,-0.5821402701816472,0.8713680978306894,-0.7377982188775553,-0.5355625685487446,few
Kepler-974,3687.0,0.07,0.52,0.5,134.311,2016,Transit,Kepler,438.06338516,1.0340200000000001e+30,347850000.0,2,solar,M,2025-10-29 17:25:48,-1.6166277311507866,0.3101630912462277,-1.7524606922164587,-1.2125926671925655,few
Kepler-1276,6188.0,-0.02,1.14,1.21,538.481,2016,Transit,Kepler,1756.2880903599998,2.26689e+30,841797000.0,1,sub-solar,F,2025-10-29 17:25:48,0.6649006108984354,-0.25104191533823406,0.8152565872534191,0.4564745898807428,single
Kepler-1653,4807.0,-0.18,0.719,0.693,755.0,2017,Transit,Kepler,2462.4778,1.4297315e+30,482120100.0,1,sub-solar,K,2025-10-29 17:25:48,-0.5949117203170686,-1.2487397048217215,-0.9283062750962884,-0.7588884691430607,single
Kepler-1410,4092.0,0.01,0.63,0.6,367.0,2016,Transit,Kepler,1196.99252,1.252755e+30,417420000.0,1,solar,K,2025-10-29 17:25:48,-1.2471679236618083,-0.06397357981008012,-1.2968979490847061,-0.9775127718301279,single
Kepler-1008,5066.0,-0.01,0.81,0.78,282.565,2016,Transit,Kepler,921.6027014,1.610685e+30,542646000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.35863989281177133,-0.18868580349551606,-0.5514316421418382,-0.5543689601777396,single
Kepler-1373,6299.0,0.03,1.22,1.33,1699.46,2016,Transit,Kepler,5542.8907576,2.4259700000000002e+30,925281000.0,1,solar,F,2025-10-29 17:25:48,0.7661599655435628,0.060738643875355804,1.1465749458946939,0.7385704643156684,single
Kepler-172,5526.0,0.39,1.081,1.085,828.592,2014,Transit,Kepler,2702.50252352,2.1495685e+30,754834500.0,4,solar,G,2025-10-29 17:25:48,0.06099346878064855,2.3055586702132027,0.5709092977554793,0.16262472067769554,many
Kepler-1864,5854.0,0.06,1.03,0.979,298.894,2021,Transit,Kepler,974.86071464,2.048155e+30,681090300.0,1,solar,G,2025-10-29 17:25:48,0.3602103005248088,0.2478069794035097,0.359693844121667,-0.08655996840648852,single
Kepler-1750,5644.0,0.14,0.981,0.969,1497.33,2021,Transit,Kepler,4883.631634799999,1.9507184999999997e+30,674133300.0,1,solar,G,2025-10-29 17:25:48,0.1686385484934867,0.7466558741452535,0.1567613494538861,-0.11006795794273232,single
Kepler-305,4974.0,0.09,0.82,0.827279,868.477,2020,Transit,Kepler,2832.58984412,1.6305699999999998e+30,575538000.3,4,solar,K,2025-10-29 17:25:48,-0.44256656513025533,0.4348753149316636,-0.5100168473116792,-0.44322553644933277,many
Kepler-32,3900.0,0.0,0.58,0.53,323.847,2012,Transit,Kepler,1056.24642132,1.1533300000000001e+30,368721000.0,5,sub-solar,M,2025-10-29 17:25:48,-1.4223192398047313,-0.1263296916527981,-1.503971923235503,-1.1420686985838342,many
Kepler-1101,5614.0,-0.04,0.94,0.91,742.473,2016,Transit,Kepler,2421.62023788,1.8691900000000002e+30,633087000.0,1,sub-solar,G,2025-10-29 17:25:48,0.14127115534615495,-0.37575413902366994,-0.013039309349767299,-0.2487650962065705,single
Kepler-58,6099.0,0.1,1.024,1.127,969.252,2014,Transit,Kepler,3161.27355312,2.036224e+30,784053900.0,4,solar,F,2025-10-29 17:25:48,0.5837106778946847,0.4972314267743816,0.3348449672235714,0.2613582767299195,many
Kepler-1787,6060.0,-0.22,1.008,0.925,778.602,2021,Transit,Kepler,2539.45713912,2.004408e+30,643522500.0,1,sub-solar,F,2025-10-29 17:25:48,0.5481330668031533,-1.4981641521925932,0.2685812954953164,-0.2135031119022048,single
Kepler-1979,5942.0,-0.06,1.028,0.938,1076.27,2023,Transit,Kepler,3510.3191811999995,2.044178e+30,652566600.0,1,sub-solar,G,2025-10-29 17:25:48,0.4404879870903152,-0.5004663627091058,0.3514108851556351,-0.1829427255050881,single
Kepler-1090,5321.0,-0.04,0.86,0.82,858.77,2016,Transit,Kepler,2800.9298812,1.7101099999999998e+30,570474000.0,2,sub-solar,G,2025-10-29 17:25:48,-0.12601705105945163,-0.37575413902366994,-0.3443576679910418,-0.46033700203276473,few
Kepler-1110,4781.0,-0.16,0.73,0.7,726.828,2016,Transit,Kepler,2370.59313168,1.451605e+30,486990000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.6186301277114228,-1.1240274811362856,-0.882750000783113,-0.7424328764676901,single
Kepler-1939,4353.0,-0.18,0.648,0.603,189.833,2021,Transit,Kepler,619.15171948,1.288548e+30,419507100.0,1,sub-solar,K,2025-10-29 17:25:48,-1.0090716032800222,-1.2487397048217215,-1.2223513183904193,-0.9704603749692547,single
Kepler-245,5174.0,0.05,0.86,0.8,861.527,2016,Transit,Kepler,2809.92200212,1.7101099999999998e+30,556560000.0,4,solar,K,2025-10-29 17:25:48,-0.2601172774813771,0.18545086756079177,-0.3443576679910418,-0.5073529811052521,many
Kepler-1170,5069.0,-0.09,0.8,0.76,1050.45,2016,Transit,Kepler,3426.105702,1.5908e+30,528732000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.35590315349703816,-0.6875346982372598,-0.5928464369719975,-0.6013849392502273,single
Kepler-334,5828.0,-0.012,1.022,1.068,426.59,2014,Transit,Kepler,1391.3488804,2.0322469999999998e+30,743007600.0,3,sub-solar,G,2025-10-29 17:25:48,0.33649189313045463,-0.20115702586405962,0.3265620082575395,0.12266113846608133,few
Kepler-487,5444.0,0.0,0.91,0.88,872.343,2016,Transit,Kepler,2845.19903508,1.809535e+30,612216000.0,3,sub-solar,G,2025-10-29 17:25:48,-0.013810739155391518,-0.1263296916527981,-0.13728369384024494,-0.3192890648153019,few
Kepler-40,6510.0,0.1,1.48,2.13,2305.01,2010,Transit,Kepler,7517.9284156,2.9429800000000005e+30,1481841000.0,1,solar,F,2025-10-29 17:25:48,0.9586439640131293,0.4972314267743816,2.2233596114788368,2.6192096272151706,single
Kepler-621,4521.0,-0.02,0.72,0.68,389.0,2016,Transit,Kepler,1268.74684,1.4317200000000002e+30,473076000.00000006,1,sub-solar,K,2025-10-29 17:25:48,-0.8558142016549645,-0.25104191533823406,-0.9241647956132724,-0.7894488555401774,single
Kepler-323,6004.0,-0.14,1.015,1.12,454.883,2014,Transit,Kepler,1483.62819748,2.0183275e+30,779184000.0000001,2,sub-solar,F,2025-10-29 17:25:48,0.49704726626146745,-0.9993152574508497,0.2975716518764275,0.2449026840545491,few
Kepler-1582,3208.0,0.48,0.28,0.3,78.8906,2016,Transit,Kepler,257.306425336,5.5678e+29,208710000.0,1,solar,M,2025-10-29 17:25:48,-2.05359377506985,2.8667636767976643,-2.7464157681402828,-1.682752457917441,single
Kepler-1026,4948.0,-0.02,0.79,0.75,351.239,2016,Transit,Kepler,1145.5870728399998,1.570915e+30,521775000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.4662849725246095,-0.25104191533823406,-0.6342612318021569,-0.6248929287864711,single
Kepler-1014,5388.0,-0.06,0.88,0.84,624.8,2016,Transit,Kepler,2037.822688,1.74988e+30,584388000.0,1,sub-solar,G,2025-10-29 17:25:48,-0.06489653969707741,-0.5004663627091058,-0.261528078330723,-0.4133210229602771,single
Kepler-437,4551.0,0.0,0.707,0.68,304.0,2015,Transit,Kepler,991.51424,1.4058694999999998e+30,473076000.00000006,1,sub-solar,K,2025-10-29 17:25:48,-0.8284468085076327,-0.1263296916527981,-0.9780040288924796,-0.7894488555401774,single
Kepler-1123,5500.0,0.05,0.93,0.9,704.323,2016,Transit,Kepler,2297.19172388,1.849305e+30,626130000.0,1,solar,G,2025-10-29 17:25:48,0.037275061386294384,0.18545086756079177,-0.0544541041799262,-0.2722730857428143,single
Kepler-1609,6132.0,0.1,1.18,1.27,1826.04,2016,Transit,Kepler,5955.739022399999,2.3464300000000002e+30,883539000.0,1,solar,F,2025-10-29 17:25:48,0.6138148103567496,0.4972314267743816,0.9809157665740565,0.5975225270982056,single
Kepler-281,5723.0,0.02,0.95,0.899,1745.45,2014,Transit,Kepler,5692.889902,1.889075e+30,625434300.0,3,solar,G,2025-10-29 17:25:48,0.24070601711479359,-0.001617467967362149,0.028375485480392065,-0.27462388469643867,few
Kepler-908,5973.0,0.15,1.11,1.12,290.843,2016,Transit,Kepler,948.60189508,2.207235e+30,779184000.0000001,1,solar,G,2025-10-29 17:25:48,0.46876762667589134,0.8090119859879714,0.691012202762942,0.2449026840545491,single
Kepler-1449,5979.0,0.04,1.08,1.1,2006.48,2016,Transit,Kepler,6544.2549088,2.14758e+30,765270000.0000001,1,solar,G,2025-10-29 17:25:48,0.4742411053053577,0.12309475571807378,0.5667678182724638,0.19788670498206148,single
Kepler-38,5623.0,-0.11,0.941,1.752,1174.59,2012,Transit,Kepler,3830.9957604,1.8711785e+30,1218866400.0,1,sub-solar,G,2025-10-29 17:25:48,0.1494813732903545,-0.8122469219226957,-0.008897829866751363,1.730607622745156,single
Kepler-1965,5852.0,-0.3,0.928,0.837,521.791,2021,Transit,Kepler,1701.85265396,1.845328e+30,582300900.0,1,sub-solar,G,2025-10-29 17:25:48,0.35838580764832,-1.997013046934337,-0.06273706314595807,-0.4203734198211503,single
Kepler-241,4699.0,0.031,0.671,0.668,512.0,2014,Transit,Kepler,1669.91872,1.3342835e+30,464727600.0,2,solar,K,2025-10-29 17:25:48,-0.6934343356474628,0.0669742550596276,-1.1270972902810528,-0.81765844298367,few
Kepler-389,5376.0,-0.1,0.765,0.792,816.559,2014,Transit,Kepler,2663.25617204,1.5212025e+30,550994400.0,2,sub-solar,G,2025-10-29 17:25:48,-0.07584349695601011,-0.7498908100799778,-0.7377982188775553,-0.5261593727342471,few
Kepler-255,5431.0,0.02,0.9,0.86,1052.53,2016,Transit,Kepler,3432.8897468,1.78965e+30,598302000.0,3,solar,G,2025-10-29 17:25:48,-0.0256699428525686,-0.001617467967362149,-0.1786984886704043,-0.3663050438877895,few
Kepler-286,5580.0,-0.25,0.83,0.863,1226.85,2014,Transit,Kepler,4001.4448859999993,1.6504549999999998e+30,600389100.0,4,sub-solar,G,2025-10-29 17:25:48,0.11025477644584566,-1.6852324877207472,-0.46860205248151987,-0.3592526470269164,many
Kepler-864,6213.0,0.36,1.27,1.195,2022.9,2023,Transit,Kepler,6597.809724,2.525395e+30,831361500.0,2,solar,F,2025-10-29 17:25:48,0.6877067718545452,2.1184903346850485,1.3536489200454909,0.42121260557637735,few
KIC 5437945,6146.0,0.06,1.17,1.26,1274.01,2016,Transit,Kepler,4155.2600556,2.326545e+30,876582000.0,2,solar,F,2025-10-29 17:25:48,0.626586260492171,0.2478069794035097,0.9395009717438971,0.5740145375619619,few
Kepler-167,4884.0,0.02,0.777,0.749,341.908,2014,Transit,Kepler,1115.15345648,1.5450644999999998e+30,521079300.0,4,solar,K,2025-10-29 17:25:48,-0.5246687445722505,-0.001617467967362149,-0.688100465081364,-0.6272437277400955,many
Kepler-483,6346.0,0.09,1.28,1.47,860.355,2016,Transit,Kepler,2806.0994538,2.54528e+30,1022679000.0,1,solar,F,2025-10-29 17:25:48,0.8090355481410492,0.4348753149316636,1.3950637148756502,1.0676823178230812,single
Kepler-1763,5897.0,0.02,1.026,1.259,756.486,2021,Transit,Kepler,2467.32447816,2.040201e+30,875886299.9999999,1,solar,G,2025-10-29 17:25:48,0.39943689736931765,-0.001617467967362149,0.34312792618960325,0.5716637386083372,single
Kepler-1243,5667.0,0.01,0.96,0.94,758.17,2016,Transit,Kepler,2472.8169452,1.9089600000000002e+30,653958000.0,1,solar,G,2025-10-29 17:25:48,0.18962021657310768,-0.06397357981008012,0.06979028031055143,-0.17824112759783936,single
Kepler-1494,5659.0,0.01,0.96,0.94,1285.48,2016,Transit,Kepler,4192.6701488,1.9089600000000002e+30,653958000.0,1,solar,G,2025-10-29 17:25:48,0.18232224506715256,-0.06397357981008012,0.06979028031055143,-0.17824112759783936,single
Kepler-961,5582.0,0.05,0.96,0.9,574.314,2016,Transit,Kepler,1873.15956984,1.9089600000000002e+30,626130000.0,1,solar,G,2025-10-29 17:25:48,0.11207926932233445,0.18545086756079177,0.06979028031055143,-0.2722730857428143,single
Kepler-1239,6564.0,0.22,1.4,1.57,2140.6,2016,Transit,Kepler,6981.695335999999,2.7839000000000004e+30,1092249000.0,1,solar,F,2025-10-29 17:25:48,1.0079052716783266,1.2455047688869971,1.8920412528375616,1.3027622131855192,single
KOI-7913 A,4324.0,-0.06,0.76,0.788,271.277,2022,Transit,Kepler,884.7862121199998,1.5112600000000003e+30,548211600.0,1,sub-solar,K,2025-10-29 17:25:48,-1.0355267499891094,-0.5004663627091058,-0.7585056162926349,-0.5355625685487446,single
Kepler-1312,5721.0,0.02,0.983,0.905,299.104,2021,Transit,Kepler,975.54564224,1.9546955e+30,629608500.0,2,solar,G,2025-10-29 17:25:48,0.2388815242383048,-0.001617467967362149,0.16504430841991796,-0.2605190909746924,few
Kepler-1902,3729.0,0.06,0.52,0.514,344.337,2021,Transit,Kepler,1123.07578572,1.0340200000000001e+30,357589800.0,1,solar,M,2025-10-29 17:25:48,-1.5783133807445222,0.2478069794035097,-1.7524606922164587,-1.1796814818418244,single
Kepler-747,5096.0,-0.03,0.82,0.78,3347.16,2016,Transit,Kepler,10916.9631696,1.6305699999999998e+30,542646000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.3312724996644396,-0.313398027180952,-0.5100168473116792,-0.5543689601777396,single
Kepler-116,6142.0,0.07,1.198,1.454,955.168,2014,Transit,Kepler,3115.33774208,2.382223e+30,1011547800.0,2,solar,F,2025-10-29 17:25:48,0.6229372747391935,0.3101630912462277,1.0554623972683435,1.030069534565091,few
Kepler-1958,5749.0,-0.1,0.961,0.864,1320.38,2021,Transit,Kepler,4306.4985928,1.9109484999999997e+30,601084800.0,1,sub-solar,G,2025-10-29 17:25:48,0.26442442450914777,-0.7498908100799778,0.07393175979356736,-0.356901848073292,single
Kepler-949,5403.0,0.01,0.89,0.86,486.105,2016,Transit,Kepler,1585.4606238,1.7697649999999999e+30,598302000.0,2,solar,G,2025-10-29 17:25:48,-0.05121284312341155,-0.06397357981008012,-0.22011328350056367,-0.3663050438877895,few
Kepler-74,6000.0,0.42,1.18,1.12,1177.55,2013,Transit,Kepler,3840.649978,2.3464300000000002e+30,779184000.0000001,1,solar,G,2025-10-29 17:25:48,0.4933982805084899,2.4926270057413564,0.9809157665740565,0.2449026840545491,single
Kepler-105,5933.0,-0.09,0.991,1.026,459.223,2013,Transit,Kepler,1497.78336788,1.9706034999999997e+30,713788200.0,2,sub-solar,G,2025-10-29 17:25:48,0.4322777691461157,-0.6875346982372598,0.19817614428404545,0.023927582413857354,few
Kepler-87,5600.0,-0.17,1.1,1.82,1232.9,2013,Transit,Kepler,4021.177324,2.18735e+30,1266174000.0,2,sub-solar,G,2025-10-29 17:25:48,0.12849970521073348,-1.1863835929790036,0.6495974079327825,1.8904619515916137,few
Kepler-812,6761.0,0.02,1.45,1.71,1482.74,2016,Transit,Kepler,4836.0454744,2.883325e+30,1189647000.0,1,solar,F,2025-10-29 17:25:48,1.1876178200124714,-0.001617467967362149,2.0991152269883586,1.631874066692932,single
Kepler-1265,4630.0,-0.1,0.71,0.69,583.641,2016,Transit,Kepler,1903.58013996,1.411835e+30,480033000.0,1,sub-solar,K,2025-10-29 17:25:48,-0.7563793398863259,-0.7498908100799778,-0.9655795904434318,-0.7659408660039339,single
